,Fold selected features,Fold nb of features
Fold 0,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 1,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 2,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT3', 'S6', 'IkB']",7
Fold 3,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 4,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 5,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",7
Fold 6,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 7,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 8,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'S6', 'IkB']",7
Fold 9,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 10,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT3', 'S6']",6
Fold 11,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 12,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 13,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 14,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 15,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 16,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",7
Fold 17,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",7
Fold 18,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",7
Fold 19,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",6
Fold 20,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 21,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
