,Mann-Whitney U-test,p-value
CD41hiCD61hiPLT_STAT5,85.0,0.004307399841485677
intMC_S6,12.0,0.004586392080253494
CCR2nncMC_ERK,85.0,0.007050918167066004
CCR2pcMC_STAT6,86.0,0.00728455700947966
mDC_S6,15.0,0.009108496398030965
CD62LpImmatureNeutrophils_NFkB,82.0,0.01095225851751788
CCR2nncMC_S6,16.0,0.011329696684474665
CD56dimCD16pNKcells_ERK,83.0,0.013306764814091755
CD8Trm_S6,17.0,0.014019277113959953
CD41hiCD61hiPLT_STAT3,75.0,0.014931389578798809
CD8Tem_STAT3,75.0,0.014931389578798809
CD61pCD41pPLT_MAPKAPK2,78.5,0.01689469990953993
CCR2pcMC_ERK,81.0,0.0211339281291611
CD56brightCD16nNKcells_S6,20.0,0.025748080821108063
CD4Trm_S6,21.0,0.031209012771740218
Th1mem_S6,21.0,0.031209012771740218
CCR2pcMC_S6,21.0,0.031209012771740218
CD4Tem_S6,21.0,0.031209012771740218
mDC_NFkB,79.0,0.031209012771740218
CD8Trm_STAT3,70.0,0.03498309640812092
CD56dimCD16pNKcells_STAT3,70.0,0.03498309640812092
CD62LpImmatureNeutrophils_MAPKAPK2,75.0,0.036584805812263706
CD61pCD41pPLT_STAT5,75.0,0.036584805812263706
CCR2pcMC_NFkB,78.0,0.03763531378731424
CD4Tcm_S6,22.0,0.03763531378731424
CD62LpImmatureNeutrophils_S6,22.0,0.03763531378731424
CD62LnAgedNeutrophils_ERK,78.0,0.03763531378731424
CD8Tnaive_S6,22.0,0.03763531378731424
CCR2nncMC_STAT5,78.0,0.03763531378731424
CD41hiCD61hiPLT_CREB,72.5,0.04033146358706222
CD4Tnaive_S6,23.0,0.04515456962427901
NKT_S6,23.0,0.04515456962427901
gdTcells_S6,24.0,0.053902557169387175
intMC_STAT6,76.0,0.053902557169387175
CCR2nncMC_MAPKAPK2,76.0,0.053902557169387175
CD62LnAgedNeutrophils_S6,24.0,0.053902557169387175
CD62LnAgedNeutrophils_STAT6,76.0,0.053902557169387175
MDSC_ERK,75.5,0.05868668127026371
gdTcells_Frequency,25.0,0.06402210128302689
CD56dimCD16pNKcells_S6,25.0,0.06402210128302689
MDSC_S6,25.0,0.06402210128302689
CD8Tem_S6,25.0,0.06402210128302689
pDC_IkB,26.0,0.07566157214388704
Tregmem_STAT5,74.0,0.07566157214388704
CD8Trm_STAT5,74.0,0.07566157214388704
CD62LnAgedNeutrophils_NFkB,74.0,0.07566157214388704
CD61pCD41pPLT_p38,65.0,0.07787247147704081
gdTcells_p38,65.0,0.07787247147704081
CCR2nncMC_STAT6,65.0,0.07787247147704081
MDSC_STAT6,73.0,0.08885290847904963
Tregmem_S6,27.0,0.08897301170181328
CD62LpImmatureNeutrophils_Frequency,27.0,0.08897301170181328
