,Fold selected features,Fold nb of features
Fold 0,"['S6', 'Frequency']",2
Fold 1,"['S6', 'Frequency']",2
Fold 2,"['S6', 'Frequency']",2
Fold 3,"['S6', 'Frequency']",2
Fold 4,"['S6', 'Frequency']",2
Fold 5,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 6,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 7,"['S6', 'Frequency']",2
Fold 8,"['S6', 'Frequency']",2
Fold 9,"['S6', 'Frequency']",2
Fold 10,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 11,['Frequency'],1
Fold 12,"['S6', 'Frequency']",2
Fold 13,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 14,"['S6', 'Frequency']",2
Fold 15,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 16,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 17,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 18,"['S6', 'Frequency']",2
Fold 19,"['S6', 'Frequency']",2
Fold 20,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 21,"['S6', 'Frequency']",2
Fold 22,"['S6', 'Frequency']",2
Fold 23,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 24,"['S6', 'Frequency']",2
Fold 25,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 26,"['S6', 'Frequency']",2
Fold 27,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 28,"['S6', 'Frequency']",2
Fold 29,"['S6', 'Frequency']",2
Fold 30,['Frequency'],1
Fold 31,"['S6', 'Frequency']",2
Fold 32,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 33,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 34,"['S6', 'Frequency']",2
Fold 35,"['S6', 'Frequency']",2
Fold 36,"['S6', 'Frequency']",2
Fold 37,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 38,"['S6', 'Frequency']",2
Fold 39,"['S6', 'Frequency']",2
Fold 40,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 41,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 42,"['S6', 'Frequency']",2
Fold 43,['Frequency'],1
Fold 44,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 45,"['S6', 'Frequency']",2
Fold 46,"['S6', 'Frequency']",2
Fold 47,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 48,"['S6', 'Frequency']",2
Fold 49,"['S6', 'Frequency']",2
Fold 50,"['S6', 'Frequency']",2
Fold 51,"['S6', 'Frequency']",2
Fold 52,"['S6', 'Frequency']",2
Fold 53,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 54,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 55,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 56,"['S6', 'Frequency']",2
Fold 57,"['S6', 'Frequency']",2
Fold 58,"['S6', 'Frequency']",2
