,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.555,0.692,0.748,0.764,0.776,0.797,0.815,0.836,0.842
artificial.2,0.0,0.911,0.945,0.962,0.962,0.966,0.982,0.982,0.982,0.982
artificial.3,0.0,0.004,0.016,0.035,0.047,0.054,0.061,0.061,0.071,0.078
artificial.4,0.0,0.04,0.063,0.069,0.069,0.069,0.069,0.069,0.079,0.079
artificial.5,0.0,0.045,0.062,0.073,0.073,0.073,0.076,0.076,0.076,0.076
artificial.6,0.0,0.0,0.0,0.023,0.034,0.077,0.083,0.09,0.1,0.103
artificial.7,0.0,0.09,0.173,0.183,0.202,0.207,0.216,0.225,0.225,0.228
artificial.8,0.0,0.71,0.794,0.884,0.9,0.919,0.923,0.926,0.934,0.947
artificial.9,0.0,0.0,0.007,0.02,0.032,0.033,0.038,0.038,0.038,0.043
artificial.10,0.0,0.486,0.674,0.773,0.787,0.804,0.838,0.849,0.851,0.858
artificial.11,0.0,0.911,0.957,0.979,0.979,0.979,0.992,0.992,0.992,0.992
artificial.12,0.0,0.0,0.0,0.008,0.012,0.021,0.039,0.075,0.085,0.092
artificial.13,0.0,0.086,0.253,0.383,0.469,0.524,0.559,0.597,0.615,0.649
artificial.14,0.0,0.385,0.549,0.597,0.686,0.724,0.761,0.793,0.819,0.835
artificial.15,0.0,0.0,0.0,0.016,0.02,0.02,0.02,0.026,0.031,0.031
artificial.16,0.0,0.166,0.305,0.351,0.41,0.445,0.467,0.51,0.536,0.562
artificial.17,0.0,0.702,0.787,0.812,0.843,0.843,0.846,0.859,0.873,0.884
artificial.18,0.0,0.141,0.181,0.199,0.213,0.222,0.226,0.231,0.24,0.257
artificial.19,0.0,0.0,0.02,0.039,0.039,0.044,0.066,0.079,0.083,0.09
artificial.20,0.0,0.0,0.0,0.008,0.008,0.011,0.011,0.011,0.011,0.013
artificial.21,0.0,0.725,0.853,0.874,0.874,0.879,0.879,0.892,0.892,0.892
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.662,0.76,0.812,0.84,0.869,0.885,0.894,0.894,0.904
artificial.24,0.0,0.247,0.256,0.264,0.266,0.266,0.276,0.276,0.282,0.282
artificial.25,0.0,0.18,0.295,0.328,0.356,0.407,0.42,0.43,0.435,0.461
artificial.26,0.0,0.004,0.015,0.015,0.015,0.03,0.066,0.082,0.115,0.125
artificial.27,0.0,0.642,0.796,0.836,0.855,0.868,0.875,0.875,0.875,0.875
artificial.28,0.0,0.006,0.067,0.104,0.153,0.168,0.174,0.188,0.188,0.197
artificial.29,0.0,0.684,0.805,0.837,0.84,0.856,0.878,0.884,0.884,0.89
artificial.30,0.0,0.911,0.946,0.95,0.971,0.973,0.986,0.993,0.993,0.993
artificial.31,0.0,0.259,0.409,0.513,0.549,0.596,0.623,0.636,0.645,0.66
artificial.32,0.0,0.013,0.024,0.041,0.047,0.047,0.056,0.056,0.056,0.063
artificial.33,0.0,0.207,0.336,0.375,0.382,0.402,0.413,0.483,0.502,0.531
artificial.34,0.0,0.352,0.52,0.574,0.634,0.676,0.71,0.724,0.747,0.755
artificial.35,0.0,0.026,0.061,0.073,0.078,0.088,0.097,0.097,0.097,0.105
artificial.36,0.0,0.065,0.118,0.133,0.159,0.187,0.187,0.215,0.22,0.236
artificial.37,0.0,0.025,0.069,0.095,0.095,0.098,0.117,0.117,0.126,0.128
artificial.38,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.006,0.012
artificial.39,0.0,0.694,0.777,0.79,0.819,0.828,0.838,0.849,0.857,0.863
