,Max Proba
artificial.30,0.993
artificial.11,0.992
artificial.2,0.982
artificial.8,0.947
artificial.23,0.904
artificial.21,0.892
artificial.29,0.89
artificial.17,0.884
artificial.27,0.875
artificial.39,0.863
artificial.10,0.858
artificial.1,0.842
artificial.14,0.835
artificial.34,0.755
artificial.31,0.66
artificial.13,0.649
artificial.16,0.562
artificial.33,0.531
artificial.25,0.461
artificial.24,0.282
artificial.18,0.257
artificial.36,0.236
artificial.7,0.228
artificial.28,0.197
artificial.37,0.128
artificial.26,0.125
artificial.35,0.105
artificial.6,0.103
artificial.12,0.092
artificial.19,0.09
artificial.4,0.079
artificial.3,0.078
artificial.5,0.076
artificial.32,0.063
artificial.9,0.043
artificial.15,0.031
artificial.20,0.013
artificial.38,0.012
artificial.22,0.0
