,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.610 [0.323, 0.879]","0.678 [0.394, 0.924]","4.500 [2.750, 5.000]","0.500 [0.333, 0.667]",4.274e-01
SS 03,"0.600 [0.340, 0.870] (p=0.474)","0.590 [0.353, 0.930] (p=0.335)","6.000 [6.000, 6.000] (p=1.396e-51)","1.000 [0.714, 1.000] (p=0.000e+00)",4.727e-01
SS 05,"0.550 [0.271, 0.813] (p=0.313)","0.567 [0.333, 0.905] (p=0.244)","6.000 [5.000, 6.000] (p=1.320e-31)","0.833 [0.833, 1.000] (p=0.000e+00)",7.337e-01
SS 08,"0.560 [0.280, 0.818] (p=0.369)","0.642 [0.399, 0.872] (p=0.434)","1.000 [0.000, 1.000] (p=1.190e-66)","0.000 [0.000, 1.000] (p=2.734e-55)",6.735e-01
Lasso,"0.800 [0.560, 0.969] (p=0.045)","0.852 [0.637, 0.980] (p=0.146)","1.000 [1.000, 1.000] (p=1.825e-65)","1.000 [1.000, 1.000] (p=0.000e+00)",2.575e-02
Lasso 1SE,"0.820 [0.614, 0.970] (p=0.034)","0.859 [0.660, 0.982] (p=0.139)","1.000 [1.000, 1.000] (p=1.825e-65)","1.000 [1.000, 1.000] (p=0.000e+00)",1.726e-02
ElasticNet,"0.810 [0.593, 0.964] (p=0.057)","0.853 [0.652, 0.978] (p=0.151)","1.000 [1.000, 1.250] (p=3.591e-53)","1.000 [0.500, 1.000] (p=0.000e+00)",2.113e-02
