,Spearman corr,pvalue
S6,0.5549503804954368,0.011092407862489932
ERK,-0.520265981714472,0.018692511424373982
NFkB,-0.2948173896382008,0.20700547241122197
MAPKAPK2,-0.2774751902477184,0.2362383786543498
STAT1,-0.22941573387056172,0.3305649312781844
p38,-0.20810639268578882,0.3786152471949078
STAT3,0.1907641932953064,0.42045602297364715
STAT6,-0.14746414289133375,0.5349792915100394
CREB,-0.10405319634289441,0.6624265026477676
Frequency,-0.10405319634289441,0.6624265026477676
STAT5,0.052026598171447204,0.827557337051562
IkB,0.0346843987809648,0.8845776882078991
