,Spearman corr,pvalue
S6,0.41621278537157763,0.06794714904706994
Frequency,-0.36418618720013046,0.1144293688420575
STAT5,-0.3295017884191656,0.1559933352870714
p38,-0.22941573387056172,0.3305649312781844
NFkB,0.22544859207627121,0.3392245168854384
MAPKAPK2,-0.22544859207627121,0.3392245168854384
STAT3,-0.206048195206834,0.383454313602854
STAT6,0.1560797945143416,0.5111092083782216
ERK,-0.1387375951238592,0.5596674186533706
IkB,0.0693687975619296,0.7713562200019073
CREB,-0.0346843987809648,0.8845776882078991
STAT1,,
