,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.610 [0.319, 0.890]","0.639 [0.376, 0.929]","3.000 [2.000, 7.000]","0.429 [0.286, 1.000]",4.274e-01
SS 03,"0.460 [0.202, 0.747] (p=0.064)","0.495 [0.291, 0.820] (p=0.085)","7.000 [7.000, 7.000] (p=4.406e-31)","1.000 [0.857, 1.000] (p=0.000e+00)",7.910e-01
SS 05,"0.760 [0.520, 0.967] (p=0.122)","0.689 [0.444, 0.977] (p=0.332)","5.000 [4.000, 5.000] (p=1.704e-02)","0.800 [0.800, 1.000] (p=0.000e+00)",5.390e-02
SS 08,"0.560 [0.302, 0.830] (p=0.383)","0.608 [0.352, 0.882] (p=0.464)","1.000 [1.000, 1.000] (p=2.329e-50)","1.000 [0.500, 1.000] (p=0.000e+00)",6.776e-01
Lasso,"0.620 [0.340, 0.857] (p=0.454)","0.601 [0.389, 0.918] (p=0.369)","5.000 [4.750, 6.000] (p=8.925e-02)","0.714 [0.250, 0.833] (p=3.224e-30)",3.847e-01
Lasso 1SE,"0.620 [0.375, 0.879] (p=0.461)","0.601 [0.374, 0.919] (p=0.369)","5.000 [4.000, 6.000] (p=9.815e-02)","0.667 [0.250, 0.833] (p=1.210e-18)",3.847e-01
ElasticNet,"0.640 [0.385, 0.869] (p=0.399)","0.628 [0.366, 0.926] (p=0.439)","5.000 [4.000, 6.000] (p=5.520e-03)","0.714 [0.571, 0.857] (p=3.044e-140)",3.075e-01
