,ROC AUC,Average Precision,N features,CVS
STABL,"0.620 [0.349, 0.870]","0.650 [0.390, 0.886]","9.500 [0.000, 16.500]","0.000 [0.000, 0.423]"
SS 03,"0.870 [0.637, 1.000] (p=0.001)","0.922 [0.767, 1.000] (p=0.004)","15.000 [14.000, 16.000] (p=1.969e-02)","0.706 [0.611, 0.800] (p=1.885e-54)"
SS 05,"0.850 [0.604, 1.000] (p=0.0)","0.904 [0.759, 1.000] (p=0.007)","12.000 [10.750, 13.000] (p=1.332e-01)","0.688 [0.538, 0.786] (p=4.406e-50)"
SS 08,"0.550 [0.253, 0.823] (p=0.322)","0.684 [0.411, 0.892] (p=0.414)","5.000 [4.000, 5.000] (p=2.791e-01)","0.571 [0.429, 0.729] (p=1.598e-36)"
Lasso,"0.850 [0.646, 1.000] (p=0.004)","0.896 [0.714, 1.000] (p=0.02)","17.000 [15.000, 19.250] (p=2.107e-03)","0.632 [0.529, 0.722] (p=3.733e-44)"
Lasso 1SE,"0.820 [0.576, 1.000] (p=0.011)","0.879 [0.680, 0.989] (p=0.044)","17.000 [15.000, 18.000] (p=5.272e-03)","0.619 [0.500, 0.737] (p=5.688e-42)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.001)","0.937 [0.810, 1.000] (p=0.01)","72.000 [57.750, 105.750] (p=5.962e-08)","0.575 [0.464, 0.693] (p=5.260e-39)"
