,ROC AUC,Average Precision,N features,CVS
STABL,"0.610 [0.339, 0.875]","0.714 [0.436, 0.906]","7.500 [0.000, 13.750]","0.000 [0.000, 0.417]"
SS 03,"0.880 [0.641, 1.000] (p=0.023)","0.928 [0.775, 1.000] (p=0.044)","13.000 [12.000, 14.000] (p=2.040e-02)","0.750 [0.644, 0.812] (p=6.410e-54)"
SS 05,"0.600 [0.320, 0.846] (p=0.479)","0.678 [0.365, 0.904] (p=0.396)","6.000 [5.000, 7.000] (p=5.477e-01)","0.571 [0.500, 0.667] (p=5.281e-36)"
SS 08,"0.260 [0.089, 0.480] (p=0.018)","0.415 [0.235, 0.670] (p=0.005)","0.000 [0.000, 1.000] (p=1.468e-03)","0.000 [0.000, 0.000] (p=6.110e-15)"
Lasso,"0.900 [0.717, 1.000] (p=0.01)","0.931 [0.781, 1.000] (p=0.036)","17.500 [15.750, 18.250] (p=1.007e-04)","0.650 [0.565, 0.737] (p=7.053e-47)"
Lasso 1SE,"0.830 [0.594, 1.000] (p=0.05)","0.888 [0.701, 1.000] (p=0.094)","17.500 [15.750, 19.000] (p=7.584e-05)","0.640 [0.550, 0.720] (p=8.977e-45)"
ElasticNet,"0.910 [0.736, 1.000] (p=0.004)","0.937 [0.807, 1.000] (p=0.033)","72.000 [57.750, 105.500] (p=6.422e-08)","0.575 [0.465, 0.693] (p=9.799e-35)"
