,ROC AUC,Average Precision,N features,CVS
STABL,"0.680 [0.424, 0.929]","0.711 [0.420, 0.935]","4.000 [3.000, 6.000]","0.500 [0.333, 0.667]"
SS 03,"0.750 [0.516, 0.958] (p=0.259)","0.824 [0.561, 0.975] (p=0.155)","8.000 [7.000, 8.000] (p=2.433e-05)","0.714 [0.667, 0.875] (p=2.669e-29)"
SS 05,"0.500 [0.225, 0.770] (p=0.034)","0.581 [0.327, 0.865] (p=0.154)","1.000 [1.000, 2.000] (p=3.677e-06)","0.333 [0.000, 0.500] (p=8.737e-06)"
SS 08,"0.500 [0.500, 0.500] (p=0.138)","0.500 [0.250, 0.700] (p=0.072)","0.000 [0.000, 0.000] (p=2.671e-08)","0.000 [0.000, 0.000] (p=4.272e-62)"
Lasso,"0.830 [0.604, 0.990] (p=0.119)","0.843 [0.609, 0.989] (p=0.231)","10.000 [8.750, 10.000] (p=1.080e-06)","0.538 [0.417, 0.667] (p=3.029e-03)"
Lasso 1SE,"0.800 [0.570, 0.967] (p=0.177)","0.825 [0.585, 0.980] (p=0.238)","10.000 [8.750, 11.250] (p=1.186e-06)","0.555 [0.385, 0.667] (p=2.103e-03)"
ElasticNet,"0.820 [0.604, 0.980] (p=0.078)","0.852 [0.633, 0.981] (p=0.2)","17.500 [14.750, 19.250] (p=8.182e-08)","0.618 [0.500, 0.700] (p=5.538e-11)"
