,ROC AUC,Average Precision,N features,CVS
STABL,"0.440 [0.182, 0.720]","0.587 [0.282, 0.819]","1.000 [0.000, 1.000]","0.000 [0.000, 0.125]"
SS 03,"0.180 [0.013, 0.427] (p=0.04)","0.369 [0.213, 0.623] (p=0.005)","7.000 [7.000, 7.000] (p=1.287e-49)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.140 [0.000, 0.352] (p=0.023)","0.361 [0.214, 0.609] (p=0.001)","6.000 [5.000, 6.000] (p=1.122e-45)","0.833 [0.833, 1.000] (p=0.000e+00)"
SS 08,"0.490 [0.216, 0.774] (p=0.374)","0.515 [0.310, 0.861] (p=0.331)","1.000 [1.000, 1.000] (p=1.119e-12)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.360 [0.210, 0.500] (p=0.27)","0.453 [0.250, 0.685] (p=0.09)","0.000 [0.000, 0.000] (p=2.606e-12)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.360 [0.227, 0.500] (p=0.253)","0.453 [0.248, 0.691] (p=0.101)","0.000 [0.000, 0.000] (p=2.606e-12)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.330 [0.101, 0.616] (p=0.247)","0.421 [0.251, 0.724] (p=0.104)","0.000 [0.000, 0.000] (p=4.005e-18)","0.000 [0.000, 0.000] (p=0.000e+00)"
