,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.440 [0.161, 0.720]","0.587 [0.328, 0.821]","1.000 [0.000, 1.000]","0.000 [0.000, 0.125]",6.629e-01
SS 03,"0.180 [0.024, 0.429] (p=0.031)","0.369 [0.216, 0.624] (p=0.01)","7.000 [7.000, 7.000] (p=1.287e-49)","1.000 [1.000, 1.000] (p=0.000e+00)",1.726e-02
SS 05,"0.140 [0.000, 0.375] (p=0.021)","0.361 [0.207, 0.608] (p=0.005)","6.000 [5.000, 6.000] (p=1.122e-45)","0.833 [0.833, 1.000] (p=0.000e+00)",7.285e-03
SS 08,"0.490 [0.212, 0.780] (p=0.405)","0.515 [0.297, 0.849] (p=0.317)","1.000 [1.000, 1.000] (p=1.119e-12)","1.000 [1.000, 1.000] (p=0.000e+00)",9.698e-01
Lasso,"0.360 [0.208, 0.500] (p=0.262)","0.453 [0.250, 0.672] (p=0.098)","0.000 [0.000, 0.000] (p=2.606e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",1.007e-01
Lasso 1SE,"0.360 [0.220, 0.500] (p=0.313)","0.453 [0.250, 0.685] (p=0.091)","0.000 [0.000, 0.000] (p=2.606e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",1.007e-01
ElasticNet,"0.610 [0.313, 0.889] (p=0.17)","0.708 [0.454, 0.932] (p=0.222)","0.000 [0.000, 0.000] (p=4.005e-18)","0.000 [0.000, 0.000] (p=0.000e+00)",4.274e-01
