,ROC AUC,Average Precision,N features,CVS
STABL,"0.370 [0.157, 0.643]","0.467 [0.250, 0.731]","0.500 [0.000, 2.250]","0.000 [0.000, 0.000]"
SS 03,"0.520 [0.252, 0.818] (p=0.025)","0.534 [0.326, 0.888] (p=0.022)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.520 [0.260, 0.818] (p=0.019)","0.534 [0.315, 0.893] (p=0.016)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.520 [0.253, 0.802] (p=0.015)","0.534 [0.332, 0.885] (p=0.018)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.370 [0.140, 0.630] (p=0.489)","0.490 [0.273, 0.756] (p=0.411)","2.000 [0.000, 3.000] (p=3.549e-02)","0.000 [0.000, 0.667] (p=2.754e-146)"
Lasso 1SE,"0.370 [0.132, 0.635] (p=0.485)","0.490 [0.270, 0.755] (p=0.429)","2.000 [0.000, 3.000] (p=3.549e-02)","0.000 [0.000, 0.667] (p=2.754e-146)"
ElasticNet,"0.430 [0.177, 0.717] (p=0.252)","0.474 [0.284, 0.793] (p=0.48)","2.000 [0.000, 3.000] (p=2.217e-04)","0.000 [0.000, 0.667] (p=0.000e+00)"
