,ROC AUC,Average Precision,N features,CVS
STABL,"0.420 [0.160, 0.714]","0.475 [0.295, 0.785]","1.000 [1.000, 4.000]","0.500 [0.143, 1.000]"
SS 03,"0.480 [0.220, 0.800] (p=0.343)","0.489 [0.297, 0.803] (p=0.414)","6.000 [6.000, 6.000] (p=1.938e-20)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.590 [0.323, 0.865] (p=0.138)","0.568 [0.335, 0.898] (p=0.172)","4.000 [3.750, 4.000] (p=2.951e-17)","0.750 [0.750, 1.000] (p=0.000e+00)"
SS 08,"0.770 [0.500, 0.970] (p=0.006)","0.833 [0.614, 0.975] (p=0.004)","1.000 [1.000, 1.000] (p=1.975e-21)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.700 [0.437, 0.929] (p=0.023)","0.690 [0.451, 0.962] (p=0.025)","1.000 [1.000, 1.000] (p=2.976e-10)","1.000 [0.500, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.720 [0.454, 0.960] (p=0.024)","0.698 [0.440, 0.975] (p=0.02)","1.000 [1.000, 1.000] (p=6.088e-16)","1.000 [1.000, 1.000] (p=0.000e+00)"
ElasticNet,"0.650 [0.375, 0.909] (p=0.071)","0.660 [0.404, 0.945] (p=0.096)","2.000 [1.000, 2.000] (p=5.153e-01)","0.500 [0.500, 1.000] (p=0.000e+00)"
