,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.420 [0.162, 0.697]","0.475 [0.280, 0.822]","1.000 [1.000, 4.000]","0.500 [0.143, 1.000]",5.706e-01
SS 03,"0.480 [0.203, 0.791] (p=0.328)","0.489 [0.299, 0.825] (p=0.408)","6.000 [6.000, 6.000] (p=1.938e-20)","1.000 [1.000, 1.000] (p=0.000e+00)",9.096e-01
SS 05,"0.590 [0.323, 0.844] (p=0.142)","0.568 [0.338, 0.887] (p=0.157)","4.000 [3.750, 4.000] (p=2.951e-17)","0.750 [0.750, 1.000] (p=0.000e+00)",5.205e-01
SS 08,"0.770 [0.505, 0.978] (p=0.011)","0.833 [0.617, 0.979] (p=0.008)","1.000 [1.000, 1.000] (p=1.975e-21)","1.000 [1.000, 1.000] (p=0.000e+00)",4.515e-02
Lasso,"0.700 [0.428, 0.929] (p=0.032)","0.690 [0.425, 0.962] (p=0.025)","1.000 [1.000, 1.000] (p=2.976e-10)","1.000 [0.500, 1.000] (p=0.000e+00)",1.405e-01
Lasso 1SE,"0.720 [0.458, 0.938] (p=0.028)","0.698 [0.457, 0.968] (p=0.024)","1.000 [1.000, 1.000] (p=6.088e-16)","1.000 [1.000, 1.000] (p=0.000e+00)",1.041e-01
ElasticNet,"0.650 [0.384, 0.910] (p=0.064)","0.660 [0.416, 0.950] (p=0.09)","2.000 [1.000, 2.000] (p=5.153e-01)","0.500 [0.500, 1.000] (p=0.000e+00)",2.730e-01
