,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.250, 0.758]","0.508 [0.317, 0.795]","1.500 [0.000, 6.250]","0.000 [0.000, 0.113]"
SS 03,"0.445 [0.180, 0.707] (p=0.357)","0.505 [0.296, 0.813] (p=0.489)","10.000 [9.750, 11.000] (p=4.078e-05)","0.483 [0.357, 0.571] (p=1.001e-55)"
SS 05,"0.270 [0.061, 0.545] (p=0.069)","0.400 [0.236, 0.675] (p=0.054)","3.000 [2.000, 3.250] (p=4.185e-01)","0.333 [0.250, 0.500] (p=4.735e-45)"
SS 08,"0.585 [0.310, 0.848] (p=0.3)","0.521 [0.322, 0.850] (p=0.446)","0.500 [0.000, 1.000] (p=9.384e-02)","0.000 [0.000, 0.000] (p=7.786e-01)"
Lasso,"0.190 [0.047, 0.400] (p=0.006)","0.379 [0.220, 0.648] (p=0.003)","1.000 [0.000, 14.000] (p=9.315e-01)","0.000 [0.000, 0.000] (p=2.087e-01)"
Lasso 1SE,"0.180 [0.050, 0.360] (p=0.007)","0.374 [0.213, 0.625] (p=0.0)","0.500 [0.000, 13.750] (p=9.657e-01)","0.000 [0.000, 0.000] (p=1.728e-01)"
ElasticNet,"0.350 [0.094, 0.619] (p=0.179)","0.515 [0.261, 0.778] (p=0.435)","8.500 [2.250, 81.500] (p=1.277e-02)","0.067 [0.000, 0.293] (p=9.557e-07)"
