,Spearman corr,pvalue
S6,0.3988705859810952,0.08149251949014447
NFkB,-0.3295017884191656,0.1559933352870714
ERK,-0.2948173896382008,0.20700547241122197
STAT3,0.260132990857236,0.268013467258769
STAT6,0.17342199390482396,0.4646587776970642
p38,-0.06947334742918748,0.7710204154093474
STAT5,-0.0693687975619296,0.7713562200019073
CREB,0.052026598171447204,0.827557337051562
IkB,-0.052026598171447204,0.827557337051562
Frequency,-0.052026598171447204,0.827557337051562
STAT1,-0.016643566632465155,0.9444769651455183
MAPKAPK2,0.0,1.0
