,Max Proba
artificial.78,0.505
artificial.45,0.501
artificial.232,0.498
artificial.80,0.494
artificial.131,0.481
artificial.4,0.477
artificial.98,0.46
artificial.282,0.459
artificial.165,0.458
artificial.231,0.449
artificial.105,0.44
artificial.271,0.431
artificial.29,0.427
artificial.273,0.423
artificial.170,0.389
artificial.206,0.373
artificial.125,0.369
artificial.267,0.366
artificial.242,0.362
artificial.107,0.361
artificial.166,0.36
artificial.187,0.348
artificial.186,0.344
artificial.212,0.344
artificial.229,0.34
artificial.32,0.34
artificial.189,0.33
artificial.82,0.329
artificial.91,0.312
artificial.56,0.306
artificial.313,0.29
artificial.138,0.277
artificial.283,0.277
artificial.275,0.272
artificial.171,0.259
artificial.304,0.255
artificial.43,0.251
artificial.285,0.25
artificial.108,0.247
artificial.192,0.24
artificial.52,0.235
artificial.210,0.234
artificial.150,0.231
artificial.144,0.23
artificial.44,0.23
artificial.153,0.221
artificial.261,0.218
artificial.279,0.217
artificial.207,0.216
artificial.145,0.21
artificial.64,0.208
artificial.118,0.207
artificial.2,0.205
artificial.191,0.204
artificial.250,0.194
artificial.133,0.194
artificial.218,0.192
artificial.288,0.191
artificial.257,0.19
artificial.96,0.188
artificial.199,0.188
artificial.197,0.184
artificial.142,0.183
artificial.255,0.18
artificial.23,0.176
artificial.53,0.174
artificial.202,0.171
artificial.72,0.169
artificial.92,0.168
artificial.269,0.165
artificial.287,0.165
artificial.181,0.164
artificial.159,0.164
artificial.194,0.164
artificial.59,0.164
artificial.83,0.162
artificial.54,0.158
artificial.122,0.156
artificial.135,0.156
artificial.115,0.153
artificial.311,0.152
artificial.27,0.15
artificial.214,0.15
artificial.25,0.15
artificial.222,0.149
artificial.5,0.148
artificial.227,0.147
artificial.237,0.146
artificial.90,0.144
artificial.253,0.143
artificial.102,0.141
artificial.175,0.137
artificial.156,0.135
artificial.200,0.134
artificial.10,0.133
artificial.213,0.133
artificial.299,0.133
artificial.169,0.132
artificial.290,0.132
artificial.39,0.129
artificial.157,0.128
artificial.284,0.127
artificial.301,0.126
artificial.228,0.125
artificial.89,0.124
artificial.198,0.123
artificial.123,0.121
artificial.263,0.12
artificial.300,0.119
artificial.129,0.118
artificial.95,0.113
artificial.265,0.112
artificial.205,0.112
artificial.140,0.11
artificial.61,0.103
artificial.276,0.103
artificial.22,0.102
artificial.172,0.099
artificial.77,0.099
artificial.297,0.099
artificial.30,0.099
artificial.93,0.098
artificial.291,0.095
artificial.244,0.093
artificial.148,0.093
artificial.307,0.093
artificial.298,0.09
artificial.209,0.089
artificial.34,0.089
artificial.41,0.089
artificial.81,0.089
artificial.99,0.088
artificial.277,0.087
artificial.245,0.087
artificial.238,0.083
artificial.289,0.082
artificial.295,0.082
artificial.57,0.082
artificial.294,0.082
artificial.103,0.081
artificial.11,0.077
artificial.85,0.077
artificial.76,0.077
artificial.69,0.077
artificial.21,0.077
artificial.219,0.076
artificial.174,0.075
artificial.73,0.075
artificial.46,0.075
artificial.152,0.075
artificial.296,0.074
artificial.66,0.074
artificial.119,0.073
artificial.226,0.072
artificial.182,0.071
artificial.6,0.07
artificial.220,0.07
artificial.124,0.07
artificial.20,0.069
artificial.305,0.069
artificial.254,0.069
artificial.114,0.069
artificial.168,0.068
artificial.215,0.068
artificial.260,0.065
artificial.47,0.064
artificial.216,0.063
artificial.97,0.063
artificial.121,0.063
artificial.183,0.063
artificial.126,0.062
artificial.195,0.061
artificial.26,0.06
artificial.270,0.06
artificial.211,0.06
artificial.233,0.059
artificial.190,0.059
artificial.240,0.059
artificial.248,0.059
artificial.106,0.059
artificial.84,0.057
artificial.37,0.057
artificial.75,0.056
artificial.312,0.056
artificial.127,0.055
artificial.258,0.055
artificial.308,0.054
artificial.8,0.054
artificial.71,0.054
artificial.302,0.053
artificial.173,0.053
