,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
artificial.1,0.0,0.001,0.01,0.02,0.024,0.028,0.029,0.031,0.034,0.034
artificial.2,0.0,0.166,0.258,0.291,0.298,0.306,0.315,0.313,0.313,0.319
artificial.3,0.0,0.011,0.033,0.048,0.062,0.071,0.076,0.083,0.084,0.088
artificial.4,0.0,0.053,0.065,0.065,0.064,0.068,0.068,0.064,0.067,0.066
artificial.5,0.0,0.004,0.007,0.007,0.008,0.009,0.01,0.009,0.009,0.009
artificial.6,0.0,0.155,0.252,0.292,0.313,0.322,0.328,0.344,0.346,0.351
artificial.7,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003
artificial.8,0.0,0.011,0.014,0.016,0.018,0.019,0.019,0.019,0.02,0.02
artificial.9,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002
artificial.10,0.0,0.271,0.287,0.294,0.297,0.296,0.297,0.3,0.305,0.303
artificial.11,0.0,0.399,0.482,0.502,0.513,0.519,0.519,0.527,0.529,0.53
artificial.12,0.0,0.013,0.021,0.024,0.027,0.027,0.028,0.03,0.03,0.031
artificial.13,0.0,0.495,0.534,0.536,0.536,0.54,0.54,0.538,0.536,0.536
artificial.14,0.0,0.005,0.022,0.026,0.034,0.038,0.041,0.045,0.049,0.051
artificial.15,0.0,0.0,0.007,0.012,0.015,0.019,0.02,0.02,0.021,0.021
artificial.16,0.0,0.001,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005
artificial.17,0.0,0.127,0.153,0.157,0.164,0.166,0.17,0.17,0.17,0.173
artificial.18,0.0,0.0,0.008,0.017,0.02,0.019,0.021,0.024,0.028,0.029
artificial.19,0.0,0.298,0.323,0.322,0.317,0.315,0.311,0.313,0.312,0.312
artificial.20,0.0,0.016,0.022,0.031,0.033,0.035,0.04,0.04,0.042,0.042
artificial.21,0.0,0.105,0.127,0.137,0.141,0.142,0.141,0.14,0.143,0.144
artificial.22,0.0,0.667,0.758,0.774,0.791,0.799,0.805,0.81,0.812,0.817
artificial.23,0.0,0.04,0.08,0.093,0.1,0.106,0.108,0.112,0.113,0.118
artificial.24,0.0,0.654,0.731,0.741,0.749,0.753,0.753,0.756,0.755,0.754
artificial.25,0.0,0.243,0.291,0.303,0.308,0.314,0.322,0.325,0.332,0.332
artificial.26,0.0,0.0,0.0,0.003,0.006,0.008,0.008,0.008,0.008,0.009
artificial.27,0.0,0.003,0.01,0.014,0.02,0.023,0.025,0.027,0.029,0.029
artificial.28,0.0,0.021,0.065,0.091,0.103,0.109,0.115,0.119,0.121,0.121
artificial.29,0.0,0.221,0.375,0.411,0.428,0.443,0.458,0.464,0.465,0.468
artificial.30,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003
artificial.31,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.32,0.0,0.005,0.006,0.006,0.005,0.005,0.006,0.006,0.005,0.005
artificial.33,0.0,0.002,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005
artificial.34,0.0,0.005,0.011,0.014,0.016,0.017,0.019,0.021,0.021,0.022
artificial.35,0.0,0.13,0.149,0.164,0.165,0.167,0.168,0.169,0.17,0.172
artificial.36,0.0,0.015,0.04,0.064,0.077,0.085,0.092,0.096,0.102,0.103
artificial.37,0.0,0.077,0.174,0.208,0.23,0.242,0.254,0.256,0.258,0.259
artificial.38,0.0,0.037,0.024,0.022,0.021,0.021,0.022,0.022,0.023,0.023
artificial.39,0.0,0.031,0.071,0.091,0.1,0.108,0.116,0.119,0.119,0.119
artificial.40,0.0,0.046,0.046,0.044,0.041,0.04,0.042,0.044,0.047,0.047
artificial.41,0.0,0.122,0.203,0.234,0.25,0.26,0.274,0.278,0.284,0.285
artificial.42,0.0,0.012,0.013,0.011,0.012,0.013,0.012,0.012,0.014,0.014
artificial.43,0.0,0.0,0.0,0.002,0.004,0.006,0.007,0.007,0.009,0.008
artificial.44,0.0,0.061,0.069,0.08,0.082,0.082,0.083,0.083,0.082,0.082
artificial.45,0.0,0.732,0.773,0.778,0.783,0.783,0.78,0.786,0.789,0.786
artificial.46,0.0,0.281,0.257,0.247,0.243,0.236,0.235,0.234,0.233,0.234
