,ROC AUC,Average Precision,N features,CVS
SS 03,"0.845 [0.734, 0.930] (p=0.457)","0.767 [0.603, 0.904] (p=0.196)","4.000 [2.750, 5.000] (p=3.965e-06)","0.200 [0.125, 0.333] (p=1.457e-02)"
L-KF,"0.840 [0.725, 0.932]","0.811 [0.653, 0.916]","8.500 [2.750, 13.250]","0.111 [0.033, 0.200]"
L-RP,"0.880 [0.781, 0.954] (p=0.091)","0.765 [0.598, 0.942] (p=0.483)","8.000 [6.000, 10.500]","0.231 [0.167, 0.308]"
SS 05,"0.582 [0.477, 0.684] (p=0.001)","0.459 [0.335, 0.588] (p=0.0)","0.000 [0.000, 0.250] (p=2.841e-08)","0.000 [0.000, 0.000] (p=1.941e-69)"
SS 08,"0.500 [0.500, 0.500] (p=0.0)","0.368 [0.265, 0.485] (p=0.0)","0.000 [0.000, 0.000] (p=7.789e-09)","0.000 [0.000, 0.000] (p=1.235e-72)"
Lasso,"0.851 [0.736, 0.946] (p=0.414)","0.826 [0.670, 0.931] (p=0.373)","15.500 [7.750, 82.500] (p=1.361e-02)","0.093 [0.040, 0.218] (p=5.859e-21)"
Lasso 1SE,"0.815 [0.690, 0.918] (p=0.293)","0.773 [0.614, 0.895] (p=0.207)","14.000 [6.500, 81.500] (p=1.039e-01)","0.071 [0.018, 0.179] (p=2.713e-27)"
ElasticNet,"0.833 [0.716, 0.927] (p=0.454)","0.797 [0.656, 0.916] (p=0.398)","31.500 [21.250, 59.500] (p=4.439e-07)","0.138 [0.048, 0.235] (p=2.595e-14)"
