,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 1,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'IkB']",6
Fold 2,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 3,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 4,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",8
Fold 5,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6']",5
Fold 6,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 7,"['CREB', 'S6']",2
Fold 8,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 9,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",6
Fold 10,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 11,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 12,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 13,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",6
Fold 14,"['CREB', 'S6']",2
Fold 15,"['CREB', 'S6']",2
Fold 16,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 17,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 18,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 19,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",8
Fold 20,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",6
Fold 21,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",6
Fold 22,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 23,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6']",5
Fold 24,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",6
Fold 25,"['CREB', 'S6']",2
Fold 26,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 27,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 28,"['CREB', 'S6']",2
Fold 29,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",8
Fold 30,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 31,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 32,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 33,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 34,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 35,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",8
Fold 36,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'IkB']",6
Fold 37,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 38,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 39,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 40,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 41,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 42,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 43,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 44,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6']",5
Fold 45,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 46,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",6
Fold 47,"['CREB', 'S6']",2
Fold 48,"['CREB', 'S6']",2
Fold 49,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 50,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 51,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 52,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 53,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 54,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 55,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 56,"['CREB', 'S6']",2
Fold 57,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'IkB']",6
Fold 58,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",8
Fold 59,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",8
Fold 60,"['CREB', 'NFkB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",7
Fold 61,"['CREB', 'STAT6', 'MAPKAPK2', 'S6', 'IkB']",5
Fold 62,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",8
Fold 63,"['CREB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'IkB']",8
Fold 64,"['CREB', 'ERK', 'STAT6', 'MAPKAPK2', 'STAT3', 'IkB']",6
Fold 65,"['CREB', 'STAT6', 'MAPKAPK2', 'S6']",4
Fold 66,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT3', 'S6', 'IkB']",6
Fold 67,"['CREB', 'STAT6', 'MAPKAPK2', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 68,"['CREB', 'S6']",2
