,Spearman corr,pvalue
NFkB,-0.41621278537157763,0.06794714904706994
IkB,-0.3815283865906128,0.09694244809397427
Frequency,0.260132990857236,0.268013467258769
STAT5,0.22544859207627121,0.3392245168854384
CREB,-0.20810639268578882,0.3786152471949078
S6,-0.20810639268578882,0.3786152471949078
p38,-0.13948208816291766,0.557541655683564
ERK,0.1213953957333768,0.6101689948464966
STAT6,-0.10405319634289441,0.6624265026477676
STAT3,0.03207134902949093,0.8932237909377483
MAPKAPK2,0.0173421993904824,0.9421499835467455
STAT1,,
