,Max Proba
artificial.671,0.986
artificial.456,0.932
artificial.169,0.929
artificial.308,0.906
artificial.260,0.888
artificial.262,0.887
artificial.574,0.881
artificial.207,0.876
artificial.655,0.863
artificial.651,0.858
artificial.498,0.855
artificial.120,0.854
artificial.279,0.842
artificial.144,0.837
artificial.602,0.833
artificial.255,0.832
artificial.245,0.825
artificial.754,0.815
artificial.131,0.812
artificial.73,0.809
artificial.635,0.803
artificial.219,0.791
artificial.281,0.791
artificial.582,0.79
artificial.475,0.789
artificial.612,0.784
artificial.196,0.778
artificial.709,0.776
artificial.445,0.774
artificial.250,0.763
artificial.598,0.762
artificial.64,0.759
artificial.523,0.759
artificial.749,0.759
artificial.201,0.757
artificial.363,0.755
artificial.617,0.753
artificial.606,0.746
artificial.204,0.741
artificial.569,0.74
artificial.224,0.739
artificial.103,0.735
artificial.443,0.733
artificial.444,0.722
artificial.434,0.722
artificial.230,0.72
artificial.588,0.72
artificial.329,0.717
artificial.742,0.708
artificial.59,0.707
artificial.501,0.707
artificial.677,0.704
artificial.98,0.699
artificial.138,0.695
artificial.454,0.692
artificial.264,0.688
artificial.306,0.687
artificial.385,0.687
artificial.173,0.686
artificial.743,0.684
artificial.486,0.684
artificial.587,0.68
artificial.211,0.678
artificial.759,0.675
artificial.466,0.674
artificial.356,0.672
artificial.24,0.671
artificial.304,0.663
artificial.439,0.662
artificial.565,0.661
artificial.682,0.658
artificial.133,0.658
artificial.410,0.657
artificial.208,0.656
artificial.596,0.636
artificial.626,0.634
artificial.81,0.633
artificial.341,0.633
artificial.176,0.632
artificial.300,0.625
artificial.496,0.625
artificial.67,0.622
artificial.249,0.618
artificial.657,0.618
artificial.99,0.616
artificial.227,0.616
artificial.388,0.614
artificial.613,0.613
artificial.160,0.611
artificial.278,0.607
artificial.188,0.605
artificial.246,0.603
artificial.458,0.602
artificial.540,0.602
artificial.79,0.599
artificial.477,0.598
artificial.350,0.596
artificial.30,0.596
artificial.722,0.594
artificial.686,0.591
artificial.253,0.591
artificial.8,0.585
artificial.673,0.581
artificial.400,0.58
artificial.471,0.58
artificial.430,0.577
artificial.261,0.577
artificial.516,0.576
artificial.684,0.576
artificial.665,0.576
artificial.700,0.575
artificial.532,0.575
artificial.317,0.574
artificial.2,0.572
artificial.367,0.571
artificial.301,0.57
artificial.316,0.567
artificial.325,0.567
artificial.702,0.567
artificial.566,0.567
artificial.643,0.566
artificial.209,0.565
artificial.737,0.563
artificial.446,0.563
artificial.404,0.561
artificial.282,0.559
artificial.362,0.557
artificial.488,0.556
artificial.345,0.555
artificial.391,0.555
artificial.548,0.555
artificial.305,0.555
artificial.366,0.553
artificial.105,0.553
artificial.276,0.551
artificial.78,0.55
artificial.731,0.55
artificial.758,0.55
artificial.595,0.55
artificial.364,0.547
artificial.311,0.543
artificial.750,0.543
artificial.624,0.542
artificial.68,0.542
artificial.500,0.54
artificial.31,0.539
artificial.251,0.538
artificial.522,0.538
artificial.580,0.536
artificial.371,0.534
artificial.610,0.533
artificial.416,0.533
artificial.272,0.531
artificial.723,0.531
artificial.632,0.524
artificial.524,0.522
artificial.93,0.521
artificial.34,0.521
artificial.212,0.517
artificial.690,0.515
artificial.46,0.515
artificial.741,0.515
artificial.58,0.513
artificial.65,0.513
artificial.192,0.51
artificial.269,0.505
artificial.273,0.501
artificial.182,0.5
artificial.198,0.499
artificial.696,0.495
artificial.424,0.489
artificial.653,0.488
artificial.140,0.487
artificial.736,0.486
artificial.100,0.481
artificial.57,0.476
artificial.706,0.475
artificial.5,0.475
artificial.166,0.473
artificial.49,0.471
artificial.337,0.467
artificial.607,0.466
artificial.374,0.466
artificial.644,0.465
artificial.382,0.46
artificial.556,0.46
artificial.462,0.457
artificial.473,0.453
artificial.550,0.452
artificial.715,0.452
artificial.321,0.452
artificial.235,0.451
artificial.662,0.451
artificial.683,0.451
artificial.202,0.448
artificial.746,0.447
artificial.358,0.446
artificial.431,0.446
artificial.291,0.445
artificial.88,0.443
artificial.271,0.443
artificial.231,0.443
artificial.529,0.442
artificial.461,0.438
artificial.44,0.436
artificial.442,0.435
artificial.83,0.43
artificial.593,0.43
artificial.159,0.429
artificial.197,0.428
artificial.82,0.428
artificial.594,0.427
artificial.170,0.422
artificial.620,0.422
artificial.232,0.422
artificial.368,0.42
artificial.210,0.418
artificial.94,0.414
artificial.707,0.413
artificial.309,0.409
artificial.380,0.409
artificial.627,0.408
artificial.172,0.406
artificial.438,0.406
artificial.252,0.405
artificial.379,0.404
artificial.39,0.404
artificial.512,0.403
artificial.238,0.403
artificial.720,0.402
artificial.27,0.4
artificial.372,0.399
artificial.127,0.397
artificial.567,0.397
artificial.283,0.394
artificial.551,0.387
artificial.676,0.387
artificial.571,0.387
artificial.150,0.385
artificial.288,0.382
artificial.724,0.38
artificial.48,0.379
artificial.390,0.378
artificial.499,0.376
artificial.564,0.374
artificial.361,0.374
artificial.292,0.37
artificial.318,0.37
artificial.483,0.367
artificial.703,0.366
artificial.693,0.366
artificial.225,0.365
artificial.685,0.365
artificial.652,0.363
artificial.583,0.361
artificial.11,0.361
artificial.396,0.359
artificial.489,0.358
artificial.468,0.358
artificial.239,0.355
artificial.412,0.355
artificial.223,0.354
artificial.148,0.353
artificial.757,0.352
artificial.414,0.352
artificial.85,0.351
artificial.7,0.351
artificial.745,0.35
artificial.455,0.348
artificial.331,0.347
artificial.165,0.346
artificial.755,0.346
artificial.332,0.344
artificial.435,0.344
artificial.40,0.343
artificial.597,0.343
artificial.601,0.343
artificial.688,0.342
artificial.406,0.34
artificial.200,0.336
artificial.241,0.335
artificial.132,0.334
artificial.174,0.333
artificial.421,0.33
artificial.629,0.33
artificial.570,0.329
artificial.330,0.328
artificial.217,0.328
artificial.334,0.327
artificial.507,0.326
artificial.730,0.326
artificial.294,0.322
artificial.171,0.32
artificial.537,0.32
artificial.545,0.319
artificial.604,0.319
artificial.641,0.317
artificial.699,0.315
artificial.619,0.315
artificial.193,0.314
artificial.712,0.312
artificial.344,0.312
artificial.505,0.311
artificial.697,0.31
artificial.726,0.307
artificial.608,0.306
artificial.54,0.305
artificial.97,0.299
artificial.407,0.298
artificial.222,0.298
artificial.354,0.294
artificial.214,0.293
artificial.161,0.293
artificial.493,0.291
artificial.487,0.291
artificial.216,0.291
artificial.313,0.29
artificial.667,0.289
artificial.323,0.288
artificial.53,0.288
artificial.284,0.287
artificial.373,0.286
artificial.45,0.285
artificial.393,0.285
artificial.422,0.285
artificial.113,0.285
artificial.427,0.284
artificial.648,0.283
artificial.234,0.283
artificial.605,0.282
artificial.751,0.281
artificial.695,0.281
artificial.180,0.279
artificial.256,0.279
artificial.43,0.277
artificial.689,0.274
artificial.340,0.274
artificial.315,0.271
artificial.701,0.27
artificial.577,0.267
artificial.184,0.266
artificial.164,0.265
artificial.195,0.265
artificial.740,0.264
artificial.674,0.264
artificial.153,0.262
artificial.472,0.261
artificial.263,0.261
artificial.257,0.26
artificial.453,0.26
artificial.186,0.258
artificial.285,0.258
artificial.80,0.257
artificial.542,0.257
artificial.240,0.256
artificial.348,0.255
artificial.563,0.254
artificial.429,0.254
artificial.123,0.252
artificial.14,0.251
artificial.428,0.249
artificial.307,0.247
artificial.146,0.244
artificial.504,0.242
artificial.401,0.242
artificial.479,0.242
artificial.518,0.241
artificial.124,0.24
artificial.426,0.239
artificial.403,0.239
artificial.649,0.238
