,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'NFkB', 'MAPKAPK2', 'Frequency']",4
Fold 1,[],0
Fold 2,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 3,[],0
Fold 4,[],0
Fold 5,"['CREB', 'NFkB']",2
Fold 6,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 7,['NFkB'],1
Fold 8,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 9,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 10,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 11,[],0
Fold 12,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 13,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 14,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 15,"['CREB', 'STAT3', 'NFkB', 'ERK', 'Frequency']",5
Fold 16,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 17,[],0
Fold 18,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 19,[],0
Fold 20,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 21,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 22,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 23,"['CREB', 'NFkB']",2
Fold 24,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 25,"['CREB', 'STAT3', 'NFkB', 'ERK', 'Frequency']",5
Fold 26,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 27,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 28,['NFkB'],1
Fold 29,[],0
Fold 30,[],0
Fold 31,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 32,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 33,[],0
Fold 34,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 35,[],0
Fold 36,[],0
Fold 37,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 38,"['CREB', 'NFkB', 'MAPKAPK2', 'Frequency']",4
Fold 39,[],0
Fold 40,[],0
Fold 41,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 42,"['CREB', 'NFkB', 'MAPKAPK2', 'Frequency']",4
Fold 43,[],0
Fold 44,"['CREB', 'NFkB']",2
Fold 45,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 46,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 47,"['CREB', 'STAT3', 'NFkB', 'ERK', 'Frequency']",5
Fold 48,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 49,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 50,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 51,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 52,[],0
Fold 53,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",9
Fold 54,"['CREB', 'NFkB', 'ERK', 'Frequency']",4
Fold 55,"['CREB', 'NFkB', 'ERK', 'MAPKAPK2', 'Frequency']",5
Fold 56,['NFkB'],1
Fold 57,[],0
Fold 58,[],0
Fold 59,[],0
