,Max Proba
artificial.149,0.999
artificial.65,0.998
artificial.4,0.989
artificial.16,0.97
artificial.181,0.921
artificial.83,0.918
artificial.88,0.907
artificial.3,0.878
artificial.55,0.862
artificial.75,0.816
artificial.116,0.802
artificial.134,0.79
artificial.70,0.78
artificial.145,0.762
artificial.92,0.751
artificial.177,0.747
artificial.86,0.746
artificial.20,0.729
artificial.158,0.725
artificial.107,0.717
artificial.110,0.692
artificial.155,0.689
artificial.82,0.664
artificial.135,0.645
artificial.141,0.641
artificial.162,0.627
artificial.73,0.626
artificial.143,0.619
artificial.171,0.616
artificial.10,0.605
artificial.138,0.601
artificial.21,0.581
artificial.117,0.568
artificial.8,0.546
artificial.26,0.523
artificial.80,0.517
artificial.76,0.497
artificial.42,0.495
artificial.37,0.478
artificial.148,0.478
artificial.62,0.475
artificial.52,0.47
artificial.125,0.452
artificial.30,0.452
artificial.97,0.449
artificial.11,0.443
artificial.113,0.438
artificial.53,0.431
artificial.77,0.416
artificial.118,0.412
artificial.60,0.409
artificial.64,0.403
artificial.132,0.399
artificial.98,0.359
artificial.18,0.348
artificial.131,0.344
artificial.111,0.337
artificial.160,0.335
artificial.57,0.325
artificial.150,0.323
artificial.85,0.317
artificial.139,0.303
artificial.174,0.303
artificial.46,0.287
artificial.2,0.284
artificial.14,0.283
artificial.9,0.283
artificial.25,0.282
artificial.128,0.274
artificial.33,0.274
artificial.182,0.266
artificial.119,0.258
artificial.23,0.257
artificial.44,0.254
artificial.109,0.249
artificial.63,0.248
artificial.101,0.244
artificial.127,0.235
artificial.142,0.233
artificial.17,0.231
artificial.94,0.228
artificial.154,0.223
artificial.1,0.22
artificial.59,0.211
artificial.79,0.208
artificial.15,0.206
artificial.137,0.201
artificial.47,0.2
artificial.103,0.199
artificial.120,0.196
artificial.105,0.194
artificial.41,0.194
artificial.164,0.193
artificial.123,0.192
artificial.68,0.19
artificial.144,0.19
artificial.5,0.189
artificial.176,0.188
artificial.78,0.187
artificial.168,0.187
artificial.96,0.185
artificial.12,0.181
artificial.147,0.18
artificial.130,0.173
artificial.93,0.172
artificial.106,0.171
artificial.49,0.169
artificial.114,0.168
artificial.165,0.166
artificial.163,0.158
artificial.156,0.157
artificial.35,0.157
artificial.161,0.156
artificial.112,0.149
artificial.108,0.147
artificial.126,0.143
artificial.95,0.143
artificial.170,0.142
artificial.100,0.141
artificial.178,0.14
artificial.54,0.139
artificial.122,0.134
artificial.179,0.134
artificial.129,0.132
artificial.81,0.127
artificial.69,0.123
artificial.140,0.121
artificial.172,0.117
artificial.27,0.115
artificial.102,0.115
artificial.32,0.113
artificial.87,0.113
artificial.167,0.107
artificial.153,0.107
artificial.91,0.106
artificial.74,0.105
artificial.56,0.105
artificial.89,0.104
artificial.133,0.102
artificial.104,0.097
artificial.67,0.096
artificial.31,0.094
artificial.22,0.093
artificial.72,0.093
artificial.166,0.092
artificial.45,0.09
artificial.13,0.089
artificial.61,0.087
artificial.90,0.084
artificial.124,0.08
artificial.71,0.08
artificial.152,0.079
artificial.24,0.077
artificial.159,0.075
artificial.169,0.073
artificial.180,0.07
artificial.29,0.069
artificial.115,0.068
artificial.34,0.066
artificial.19,0.063
artificial.40,0.059
artificial.175,0.058
artificial.173,0.057
artificial.136,0.057
artificial.157,0.056
artificial.66,0.056
artificial.48,0.055
artificial.121,0.054
artificial.50,0.052
artificial.7,0.044
artificial.38,0.043
artificial.84,0.043
artificial.6,0.042
artificial.43,0.038
artificial.146,0.036
artificial.99,0.032
artificial.28,0.032
artificial.39,0.028
artificial.51,0.013
artificial.151,0.011
artificial.36,0.01
artificial.58,0.003
