,Fold selected features,Fold nb of features
Fold 0,"['S6', 'NFkB']",2
Fold 1,"['Frequency', 'S6']",2
Fold 2,"['Frequency', 'S6', 'NFkB']",3
Fold 3,"['S6', 'NFkB']",2
Fold 4,"['Frequency', 'S6', 'IkB']",3
Fold 5,"['Frequency', 'S6', 'NFkB']",3
Fold 6,"['S6', 'NFkB']",2
Fold 7,"['S6', 'NFkB']",2
Fold 8,"['Frequency', 'S6', 'NFkB']",3
Fold 9,"['Frequency', 'S6', 'NFkB']",3
Fold 10,"['S6', 'NFkB']",2
Fold 11,"['S6', 'NFkB']",2
Fold 12,['S6'],1
Fold 13,"['Frequency', 'S6', 'NFkB']",3
Fold 14,"['S6', 'NFkB']",2
Fold 15,"['Frequency', 'S6', 'NFkB']",3
Fold 16,"['S6', 'NFkB']",2
Fold 17,"['S6', 'NFkB']",2
Fold 18,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 19,"['Frequency', 'S6', 'NFkB']",3
Fold 20,"['Frequency', 'S6', 'NFkB']",3
Fold 21,"['Frequency', 'S6', 'NFkB']",3
Fold 22,"['Frequency', 'S6', 'NFkB']",3
Fold 23,"['Frequency', 'S6', 'NFkB']",3
Fold 24,"['S6', 'NFkB']",2
Fold 25,"['Frequency', 'S6', 'NFkB']",3
Fold 26,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 27,"['S6', 'NFkB']",2
Fold 28,"['S6', 'NFkB']",2
Fold 29,"['Frequency', 'S6', 'NFkB']",3
Fold 30,"['S6', 'NFkB']",2
Fold 31,['S6'],1
Fold 32,"['S6', 'NFkB']",2
Fold 33,"['S6', 'NFkB']",2
Fold 34,"['Frequency', 'S6', 'NFkB']",3
Fold 35,"['Frequency', 'S6', 'IkB']",3
Fold 36,"['Frequency', 'S6']",2
Fold 37,"['S6', 'NFkB']",2
Fold 38,"['S6', 'NFkB']",2
Fold 39,"['S6', 'NFkB']",2
Fold 40,"['S6', 'NFkB']",2
Fold 41,"['S6', 'NFkB']",2
Fold 42,"['S6', 'NFkB']",2
Fold 43,"['S6', 'NFkB']",2
Fold 44,"['Frequency', 'S6', 'NFkB']",3
Fold 45,"['Frequency', 'S6', 'NFkB']",3
Fold 46,"['Frequency', 'S6', 'NFkB']",3
Fold 47,"['Frequency', 'S6', 'NFkB']",3
Fold 48,"['S6', 'NFkB']",2
Fold 49,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 50,"['Frequency', 'S6', 'NFkB']",3
Fold 51,['S6'],1
Fold 52,"['S6', 'NFkB']",2
Fold 53,"['S6', 'NFkB']",2
Fold 54,"['S6', 'NFkB']",2
Fold 55,"['Frequency', 'S6', 'NFkB']",3
Fold 56,"['S6', 'NFkB']",2
Fold 57,"['Frequency', 'S6']",2
Fold 58,"['Frequency', 'S6', 'NFkB']",3
Fold 59,"['Frequency', 'S6', 'IkB']",3
Fold 60,"['S6', 'NFkB']",2
Fold 61,"['Frequency', 'S6', 'NFkB']",3
Fold 62,"['Frequency', 'S6', 'NFkB']",3
Fold 63,"['Frequency', 'S6', 'IkB']",3
Fold 64,"['Frequency', 'S6']",2
Fold 65,"['S6', 'NFkB']",2
Fold 66,"['S6', 'NFkB']",2
Fold 67,['S6'],1
Fold 68,"['Frequency', 'S6', 'NFkB']",3
Fold 69,"['S6', 'NFkB']",2
Fold 70,"['Frequency', 'S6', 'NFkB']",3
Fold 71,"['Frequency', 'S6', 'NFkB']",3
Fold 72,"['Frequency', 'S6', 'NFkB']",3
Fold 73,"['S6', 'NFkB']",2
Fold 74,"['S6', 'NFkB']",2
Fold 75,"['S6', 'NFkB']",2
Fold 76,"['Frequency', 'S6', 'NFkB']",3
Fold 77,"['S6', 'NFkB']",2
Fold 78,"['S6', 'NFkB']",2
Fold 79,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 80,"['Frequency', 'S6', 'NFkB']",3
Fold 81,"['S6', 'NFkB']",2
Fold 82,"['S6', 'NFkB']",2
Fold 83,"['Frequency', 'S6', 'NFkB']",3
Fold 84,"['S6', 'NFkB']",2
Fold 85,"['Frequency', 'S6', 'NFkB']",3
Fold 86,['S6'],1
Fold 87,"['Frequency', 'S6', 'NFkB']",3
Fold 88,"['S6', 'NFkB']",2
Fold 89,"['S6', 'NFkB']",2
Fold 90,"['Frequency', 'S6']",2
Fold 91,"['Frequency', 'S6', 'IkB']",3
Fold 92,"['S6', 'NFkB']",2
Fold 93,"['Frequency', 'S6', 'NFkB']",3
Fold 94,"['Frequency', 'S6', 'NFkB']",3
Fold 95,"['S6', 'NFkB']",2
Fold 96,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 97,"['Frequency', 'S6', 'NFkB']",3
Fold 98,"['S6', 'NFkB']",2
Fold 99,"['S6', 'NFkB']",2
Fold 100,"['S6', 'NFkB']",2
Fold 101,"['S6', 'NFkB']",2
Fold 102,"['S6', 'NFkB']",2
Fold 103,"['Frequency', 'S6', 'NFkB']",3
Fold 104,"['Frequency', 'S6', 'NFkB']",3
Fold 105,"['Frequency', 'S6', 'NFkB']",3
Fold 106,['S6'],1
Fold 107,"['S6', 'NFkB']",2
Fold 108,"['S6', 'NFkB']",2
Fold 109,"['S6', 'NFkB']",2
Fold 110,"['Frequency', 'S6', 'NFkB']",3
Fold 111,"['Frequency', 'S6', 'NFkB']",3
Fold 112,"['S6', 'NFkB']",2
Fold 113,"['Frequency', 'S6']",2
Fold 114,"['S6', 'NFkB']",2
Fold 115,"['Frequency', 'S6', 'IkB']",3
Fold 116,"['Frequency', 'S6', 'NFkB']",3
Fold 117,"['S6', 'NFkB']",2
Fold 118,"['Frequency', 'S6', 'NFkB']",3
Fold 119,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 120,"['S6', 'NFkB']",2
Fold 121,"['S6', 'NFkB']",2
Fold 122,"['Frequency', 'S6', 'NFkB']",3
Fold 123,"['Frequency', 'S6', 'NFkB']",3
Fold 124,['S6'],1
Fold 125,"['Frequency', 'S6', 'NFkB']",3
Fold 126,"['S6', 'NFkB']",2
Fold 127,"['S6', 'NFkB']",2
Fold 128,"['S6', 'NFkB']",2
Fold 129,"['Frequency', 'S6', 'NFkB']",3
Fold 130,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 131,"['Frequency', 'S6']",2
Fold 132,"['S6', 'NFkB']",2
Fold 133,"['S6', 'NFkB']",2
Fold 134,"['S6', 'NFkB']",2
Fold 135,"['S6', 'NFkB']",2
Fold 136,"['Frequency', 'S6', 'NFkB']",3
Fold 137,"['Frequency', 'S6', 'NFkB']",3
Fold 138,"['Frequency', 'S6', 'IkB']",3
Fold 139,"['Frequency', 'S6', 'NFkB']",3
Fold 140,"['Frequency', 'S6']",2
Fold 141,"['Frequency', 'S6', 'NFkB']",3
Fold 142,"['S6', 'NFkB']",2
Fold 143,"['Frequency', 'S6', 'NFkB']",3
Fold 144,"['S6', 'NFkB']",2
Fold 145,"['Frequency', 'S6', 'NFkB']",3
Fold 146,"['S6', 'NFkB']",2
Fold 147,"['S6', 'NFkB']",2
Fold 148,"['Frequency', 'S6', 'NFkB']",3
Fold 149,"['Frequency', 'S6', 'IkB']",3
Fold 150,"['S6', 'NFkB']",2
Fold 151,"['Frequency', 'S6', 'NFkB']",3
Fold 152,"['Frequency', 'S6', 'NFkB']",3
Fold 153,['S6'],1
Fold 154,"['Frequency', 'S6', 'NFkB']",3
Fold 155,"['S6', 'NFkB']",2
Fold 156,"['S6', 'NFkB']",2
Fold 157,"['S6', 'NFkB']",2
Fold 158,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 159,"['S6', 'NFkB']",2
Fold 160,"['Frequency', 'S6']",2
Fold 161,"['S6', 'NFkB']",2
Fold 162,"['S6', 'NFkB']",2
Fold 163,"['S6', 'NFkB']",2
Fold 164,"['S6', 'NFkB']",2
Fold 165,['S6'],1
Fold 166,"['S6', 'NFkB']",2
Fold 167,"['Frequency', 'S6', 'IkB']",3
Fold 168,"['S6', 'NFkB']",2
Fold 169,"['Frequency', 'S6', 'NFkB']",3
Fold 170,"['S6', 'NFkB']",2
Fold 171,"['Frequency', 'S6', 'NFkB']",3
Fold 172,"['Frequency', 'S6', 'NFkB']",3
Fold 173,"['Frequency', 'S6', 'NFkB']",3
Fold 174,"['S6', 'NFkB']",2
Fold 175,"['Frequency', 'S6', 'NFkB']",3
Fold 176,"['S6', 'NFkB']",2
Fold 177,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 178,"['Frequency', 'S6', 'NFkB']",3
Fold 179,"['Frequency', 'S6', 'NFkB']",3
Fold 180,"['S6', 'NFkB']",2
Fold 181,['S6'],1
Fold 182,"['S6', 'NFkB']",2
Fold 183,"['Frequency', 'S6', 'NFkB']",3
Fold 184,"['S6', 'NFkB']",2
Fold 185,"['Frequency', 'S6', 'NFkB']",3
Fold 186,"['Frequency', 'S6', 'NFkB']",3
Fold 187,"['S6', 'NFkB']",2
Fold 188,"['Frequency', 'S6', 'NFkB']",3
Fold 189,"['S6', 'NFkB']",2
Fold 190,"['Frequency', 'S6', 'NFkB']",3
Fold 191,"['Frequency', 'S6']",2
Fold 192,"['Frequency', 'S6', 'IkB']",3
Fold 193,"['Frequency', 'CREB', 'S6', 'NFkB']",4
Fold 194,"['S6', 'NFkB']",2
Fold 195,"['S6', 'NFkB']",2
Fold 196,"['Frequency', 'S6', 'NFkB']",3
Fold 197,"['S6', 'NFkB']",2
Fold 198,"['Frequency', 'S6', 'NFkB']",3
Fold 199,"['S6', 'NFkB']",2
