,ROC AUC,Average Precision,N features,CVS
STABL,"0.650 [0.389, 0.889]","0.670 [0.388, 0.903]","11.500 [6.750, 21.500]","0.317 [0.000, 0.500]"
SS 03,"0.860 [0.646, 1.000] (p=0.061)","0.917 [0.764, 1.000] (p=0.029)","15.000 [14.000, 16.000] (p=2.950e-01)","0.722 [0.603, 0.812] (p=1.241e-45)"
SS 05,"0.850 [0.620, 1.000] (p=0.051)","0.906 [0.721, 1.000] (p=0.047)","12.000 [11.000, 13.000] (p=1.000e+00)","0.667 [0.535, 0.786] (p=1.972e-40)"
SS 08,"0.520 [0.240, 0.791] (p=0.218)","0.612 [0.353, 0.879] (p=0.369)","5.000 [5.000, 5.000] (p=6.075e-03)","0.571 [0.429, 0.667] (p=3.221e-22)"
Lasso,"0.880 [0.698, 1.000] (p=0.038)","0.885 [0.697, 1.000] (p=0.052)","16.500 [14.000, 19.000] (p=2.839e-01)","0.610 [0.500, 0.699] (p=2.669e-29)"
Lasso 1SE,"0.870 [0.687, 1.000] (p=0.032)","0.866 [0.632, 1.000] (p=0.063)","16.500 [14.000, 18.250] (p=2.602e-01)","0.622 [0.522, 0.722] (p=5.165e-31)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.009)","0.937 [0.791, 1.000] (p=0.017)","72.000 [57.750, 105.500] (p=6.523e-08)","0.575 [0.465, 0.690] (p=6.071e-26)"
