,Mann-Whitney U-test,p-value
intMC_S6,12.0,0.004586392080253494
mDC_S6,15.0,0.009108496398030965
CCR2nncMC_S6,16.0,0.011329696684474665
Th1naive_S6,19.0,0.02108547103525801
CCR2pcMC_ERK,81.0,0.0211339281291611
mDC_NFkB,79.0,0.031209012771740218
CCR2pcMC_S6,21.0,0.031209012771740218
Th1mem_S6,21.0,0.031209012771740218
CCR2pcMC_NFkB,78.0,0.03763531378731424
CD62LpImmatureNeutrophils_S6,22.0,0.03763531378731424
CD62LnAgedNeutrophils_S6,24.0,0.053902557169387175
MDSC_ERK,75.5,0.05868668127026371
MDSC_S6,25.0,0.06402210128302689
gdTcells_Frequency,25.0,0.06402210128302689
pDC_IkB,26.0,0.07566157214388704
CD62LpImmatureNeutrophils_Frequency,27.0,0.08897301170181328
CD41hiCD61hiPLT_MAPKAPK2,71.0,0.09777019341934208
CD8Tnaive_NFkB,72.0,0.10410988966022681
pDC_S6,28.0,0.10410988966022681
CD62LnAgedNeutrophils_MAPKAPK2,72.0,0.10410988966022681
CCR2nncMC_NFkB,72.0,0.10410988966022681
intMC_CREB,72.0,0.10410988966022681
gdTcells_CREB,72.0,0.10410988966022681
CD62LnAgedNeutrophils_p38,72.0,0.10410988966022681
mDC_ERK,71.0,0.10936850601323812
CD41hiCD61hiPLT_p38,71.5,0.11105871337876795
mDC_Frequency,29.0,0.12122450301291662
CD56dimCD16pNKcells_CREB,71.0,0.12122450301291662
Tregnaive_Frequency,71.0,0.12122450301291662
Th1mem_ERK,71.0,0.12122450301291662
CD61pCD41pPLT_STAT3,69.0,0.13511721277677927
intMC_p38,70.0,0.14046504815835495
intMC_ERK,70.0,0.14046504815835495
CD56dimCD16pNKcells_Frequency,69.0,0.16197241048012612
CD8Trm_CREB,69.0,0.16197241048012612
CD8Tcm_NFkB,69.0,0.16197241048012612
CCR2nncMC_Frequency,69.0,0.16197241048012612
CCR2pcMC_CREB,69.0,0.16197241048012612
MDSC_MAPKAPK2,69.0,0.16197241048012612
CD8Tnaive_STAT3,68.0,0.18521445816171678
Bcells_S6,32.0,0.18587673236587576
CD8Tnaive_STAT5,68.0,0.18587673236587576
NKT_CREB,68.0,0.18587673236587576
CCR2pcMC_Frequency,32.0,0.18587673236587576
mDC_CREB,67.0,0.21229383619233155
mDC_STAT3,33.0,0.21229383619233155
mDC_MAPKAPK2,67.0,0.21229383619233155
CCR2nncMC_CREB,67.0,0.21229383619233155
MDSC_CREB,67.0,0.21229383619233155
CD4Tcm_IkB,33.0,0.21229383619233155
CCR2pcMC_p38,67.0,0.21229383619233155
CD8Tcm_STAT5,66.0,0.24132159301718004
CD4Trm_STAT6,34.0,0.24132159301718004
CD62LpImmatureNeutrophils_IkB,66.0,0.24132159301718004
MDSC_p38,66.0,0.24132159301718004
gdTcells_IkB,66.0,0.24132159301718004
CD62LpImmatureNeutrophils_CREB,66.0,0.24132159301718004
CD8Trm_NFkB,66.0,0.24132159301718004
intMC_STAT3,34.0,0.24132159301718004
CD8Tcm_CREB,66.0,0.24132159301718004
CD61pCD41pPLT_CREB,65.0,0.2627444655736104
Th1naive_p38,35.0,0.2710455255018993
CD4Tem_STAT3,65.0,0.27122712216381695
CCR2pcMC_STAT3,35.0,0.27303633975118835
CCR2pcMC_MAPKAPK2,65.0,0.27303633975118835
CD8Tem_NFkB,65.0,0.27303633975118835
CD4Trm_Frequency,65.0,0.27303633975118835
Th1mem_IkB,35.0,0.27303633975118835
CD8Tem_CREB,65.0,0.27303633975118835
gdTcells_NFkB,65.0,0.27303633975118835
CD56dimCD16pNKcells_NFkB,64.0,0.3074894566186813
CD62LnAgedNeutrophils_IkB,36.0,0.3074894566186813
CD61pCD41pPLT_IkB,63.0,0.3439775865600383
CD4Tem_NFkB,63.0,0.3447042220069576
MDSC_STAT3,37.0,0.3447042220069576
Th1mem_CREB,63.0,0.3447042220069576
CD4Tnaive_Frequency,62.0,0.3846730627355087
intMC_Frequency,62.0,0.3846730627355087
CD4Tem_Frequency,38.0,0.3846730627355087
NKT_Frequency,38.0,0.3846730627355087
CD61pCD41pPLT_NFkB,61.0,0.4256100315999112
Th1mem_NFkB,61.0,0.4273553138978077
pDC_STAT3,39.0,0.4273553138978077
Tregmem_Frequency,61.0,0.4273553138978077
CD8Tem_Frequency,39.0,0.4273553138978077
CD8Tem_IkB,61.0,0.4273553138978077
CD62LnAgedNeutrophils_CREB,61.0,0.4273553138978077
CD62LnAgedNeutrophils_STAT3,61.0,0.4273553138978077
Bcells_CREB,60.0,0.47267559351158717
CD56brightCD16nNKcells_Frequency,40.0,0.47267559351158717
CD4Tcm_NFkB,60.0,0.47267559351158717
intMC_MAPKAPK2,60.0,0.47267559351158717
CD4Tcm_CREB,60.0,0.47267559351158717
CD8Trm_Frequency,40.0,0.47267559351158717
CCR2nncMC_STAT3,60.0,0.47267559351158717
Bcells_NFkB,60.0,0.47267559351158717
gdTcells_STAT6,60.0,0.47267559351158717
CD4Trm_STAT3,59.5,0.48212135842031356
Th1naive_CREB,40.5,0.4959675729800952
Tregnaive_IkB,40.5,0.4961297149428171
CD8Tcm_STAT3,59.0,0.5114963639682382
CCR2pcMC_IkB,59.0,0.5205228832757727
