,ROC AUC,Average Precision,N features,CVS
STABL,"0.660 [0.406, 0.875]","0.714 [0.429, 0.926]","4.000 [2.000, 7.000]","0.308 [0.191, 0.452]"
SS 03,"0.860 [0.616, 1.000] (p=0.015)","0.917 [0.769, 1.000] (p=0.061)","14.500 [14.000, 16.000] (p=1.870e-06)","0.735 [0.561, 0.812] (p=3.760e-44)"
SS 05,"0.840 [0.600, 1.000] (p=0.02)","0.902 [0.748, 1.000] (p=0.062)","12.000 [11.000, 13.000] (p=6.481e-05)","0.714 [0.571, 0.786] (p=1.405e-44)"
SS 08,"0.510 [0.200, 0.802] (p=0.189)","0.665 [0.410, 0.877] (p=0.355)","5.000 [4.750, 5.000] (p=2.801e-01)","0.571 [0.429, 0.667] (p=1.613e-27)"
Lasso,"0.820 [0.560, 1.000] (p=0.045)","0.885 [0.687, 1.000] (p=0.128)","17.500 [15.000, 18.250] (p=1.261e-06)","0.632 [0.522, 0.712] (p=1.076e-29)"
Lasso 1SE,"0.810 [0.562, 1.000] (p=0.07)","0.876 [0.700, 1.000] (p=0.138)","16.000 [15.000, 19.000] (p=2.802e-06)","0.634 [0.522, 0.759] (p=1.271e-29)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.028)","0.937 [0.801, 1.000] (p=0.084)","72.000 [57.000, 105.500] (p=6.486e-08)","0.575 [0.464, 0.689] (p=7.450e-30)"
