,Spearman corr,pvalue
S6,0.4682393835430248,0.0373249528982674
p38,0.22941573387056172,0.3305649312781844
Frequency,-0.20810639268578882,0.3786152471949078
CREB,-0.1560797945143416,0.5111092083782216
STAT5,-0.1213953957333768,0.6101689948464966
IkB,0.1213953957333768,0.6101689948464966
STAT3,0.08671099695241198,0.7162313833164182
MAPKAPK2,-0.052026598171447204,0.827557337051562
NFkB,-0.0346843987809648,0.8845776882078991
ERK,-0.0346843987809648,0.8845776882078991
STAT6,0.0346843987809648,0.8845776882078991
STAT1,,
