,ROC AUC,Average Precision,N features,CVS
STABL,"0.655 [0.389, 0.889]","0.619 [0.392, 0.915]","4.000 [2.000, 7.250]","0.236 [0.000, 0.400]"
SS 03,"0.540 [0.273, 0.808] (p=0.23)","0.526 [0.319, 0.878] (p=0.324)","2.000 [1.750, 2.250] (p=1.172e-02)","0.500 [0.250, 0.667] (p=7.500e-12)"
SS 05,"0.500 [0.500, 0.500] (p=0.172)","0.500 [0.300, 0.700] (p=0.187)","0.000 [0.000, 0.000] (p=1.087e-06)","0.000 [0.000, 0.000] (p=3.641e-38)"
SS 08,"0.500 [0.500, 0.500] (p=0.173)","0.500 [0.299, 0.700] (p=0.191)","0.000 [0.000, 0.000] (p=1.087e-06)","0.000 [0.000, 0.000] (p=3.641e-38)"
Lasso,"0.510 [0.214, 0.798] (p=0.169)","0.709 [0.424, 0.905] (p=0.354)","7.000 [4.000, 10.000] (p=2.834e-02)","0.400 [0.286, 0.569] (p=6.749e-15)"
Lasso 1SE,"0.530 [0.235, 0.824] (p=0.211)","0.698 [0.446, 0.898] (p=0.349)","6.500 [2.750, 10.000] (p=2.832e-01)","0.257 [0.125, 0.400] (p=1.917e-02)"
ElasticNet,"0.560 [0.264, 0.850] (p=0.283)","0.738 [0.502, 0.936] (p=0.267)","10.500 [9.750, 14.250] (p=6.414e-05)","0.420 [0.323, 0.561] (p=8.496e-20)"
