,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.245, 0.780]","0.549 [0.315, 0.855]","4.500 [2.000, 10.250]","0.270 [0.133, 0.400]"
SS 03,"0.870 [0.646, 1.000] (p=0.004)","0.920 [0.759, 1.000] (p=0.012)","15.000 [14.000, 16.000] (p=6.287e-07)","0.737 [0.611, 0.812] (p=6.215e-53)"
SS 05,"0.840 [0.616, 1.000] (p=0.01)","0.902 [0.718, 1.000] (p=0.013)","12.000 [11.000, 13.000] (p=4.213e-04)","0.714 [0.565, 0.833] (p=1.013e-50)"
SS 08,"0.460 [0.182, 0.750] (p=0.392)","0.606 [0.341, 0.847] (p=0.357)","5.000 [4.000, 5.000] (p=9.780e-01)","0.600 [0.429, 0.667] (p=1.270e-34)"
Lasso,"0.820 [0.600, 0.990] (p=0.014)","0.856 [0.642, 0.984] (p=0.035)","17.000 [15.750, 19.000] (p=7.497e-07)","0.609 [0.458, 0.733] (p=1.327e-34)"
Lasso 1SE,"0.860 [0.670, 1.000] (p=0.011)","0.889 [0.682, 1.000] (p=0.013)","17.000 [16.750, 18.250] (p=7.417e-07)","0.619 [0.522, 0.711] (p=5.407e-36)"
ElasticNet,"0.910 [0.729, 1.000] (p=0.01)","0.937 [0.805, 1.000] (p=0.014)","72.000 [57.750, 105.500] (p=6.644e-08)","0.577 [0.466, 0.693] (p=5.344e-39)"
