,ROC AUC,Average Precision,N features,CVS
STABL,"0.415 [0.170, 0.667]","0.465 [0.274, 0.768]","3.000 [0.000, 5.000]","0.000 [0.000, 0.333]"
SS 03,"0.420 [0.167, 0.707] (p=0.479)","0.526 [0.307, 0.830] (p=0.295)","18.000 [15.000, 19.000] (p=7.390e-07)","0.571 [0.485, 0.682] (p=8.127e-42)"
SS 05,"0.400 [0.104, 0.682] (p=0.429)","0.498 [0.269, 0.785] (p=0.398)","11.000 [11.000, 12.000] (p=1.201e-05)","0.471 [0.389, 0.569] (p=2.628e-31)"
SS 08,"0.290 [0.062, 0.590] (p=0.158)","0.427 [0.243, 0.723] (p=0.276)","5.000 [4.750, 5.000] (p=1.016e-02)","0.500 [0.375, 0.667] (p=1.046e-30)"
Lasso,"0.320 [0.101, 0.587] (p=0.276)","0.467 [0.253, 0.770] (p=0.481)","3.000 [0.750, 4.000] (p=9.122e-01)","0.143 [0.000, 0.333] (p=6.313e-02)"
Lasso 1SE,"0.340 [0.100, 0.605] (p=0.281)","0.473 [0.260, 0.782] (p=0.471)","2.000 [0.750, 3.000] (p=5.619e-01)","0.134 [0.000, 0.421] (p=3.772e-02)"
ElasticNet,"0.360 [0.125, 0.620] (p=0.36)","0.451 [0.266, 0.780] (p=0.454)","4.500 [3.000, 6.500] (p=1.346e-01)","0.375 [0.000, 0.600] (p=3.977e-08)"
