,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.500 [0.242, 0.798]","0.540 [0.305, 0.863]","2.000 [0.750, 2.000]","0.500 [0.000, 1.000]",1.000e+00
SS 03,"0.540 [0.262, 0.845] (p=0.124)","0.573 [0.331, 0.897] (p=0.121)","2.000 [2.000, 2.000] (p=4.978e-20)","1.000 [1.000, 1.000] (p=0.000e+00)",7.913e-01
SS 05,"0.540 [0.260, 0.822] (p=0.129)","0.573 [0.358, 0.907] (p=0.125)","2.000 [2.000, 2.000] (p=4.978e-20)","1.000 [1.000, 1.000] (p=0.000e+00)",7.913e-01
SS 08,"0.540 [0.252, 0.808] (p=0.116)","0.573 [0.349, 0.902] (p=0.115)","2.000 [2.000, 2.000] (p=4.978e-20)","1.000 [1.000, 1.000] (p=0.000e+00)",7.913e-01
Lasso,"0.440 [0.176, 0.727] (p=0.191)","0.536 [0.320, 0.847] (p=0.48)","2.000 [0.750, 2.000] (p=4.306e-01)","0.500 [0.000, 1.000] (p=9.557e-11)",6.753e-01
Lasso 1SE,"0.440 [0.200, 0.727] (p=0.192)","0.536 [0.306, 0.830] (p=0.471)","2.000 [0.750, 2.000] (p=4.506e-01)","0.500 [0.000, 1.000] (p=1.137e-07)",6.753e-01
ElasticNet,"0.390 [0.160, 0.667] (p=0.107)","0.453 [0.267, 0.757] (p=0.19)","2.000 [0.750, 2.000] (p=1.000e+00)","0.500 [0.000, 1.000] (p=1.000e+00)",4.274e-01
