,ROC AUC,Average Precision,N features,CVS
STABL,"0.470 [0.214, 0.709]","0.582 [0.304, 0.818]","0.000 [0.000, 15.000]","0.000 [0.000, 0.000]"
SS 03,"0.630 [0.360, 0.867] (p=0.125)","0.678 [0.438, 0.922] (p=0.158)","13.000 [12.000, 14.000] (p=7.205e-02)","0.667 [0.600, 0.750] (p=1.519e-56)"
SS 05,"0.630 [0.375, 0.875] (p=0.111)","0.678 [0.417, 0.912] (p=0.158)","13.000 [12.000, 14.000] (p=7.839e-02)","0.667 [0.600, 0.750] (p=1.069e-56)"
SS 08,"0.630 [0.345, 0.854] (p=0.106)","0.678 [0.382, 0.914] (p=0.155)","13.000 [12.000, 14.000] (p=8.379e-02)","0.667 [0.591, 0.769] (p=1.216e-56)"
Lasso,"0.570 [0.312, 0.848] (p=0.257)","0.640 [0.365, 0.898] (p=0.304)","9.500 [4.000, 11.000] (p=9.827e-02)","0.469 [0.273, 0.636] (p=2.199e-48)"
Lasso 1SE,"0.550 [0.281, 0.800] (p=0.327)","0.632 [0.351, 0.896] (p=0.309)","9.500 [3.750, 11.000] (p=9.001e-02)","0.455 [0.273, 0.634] (p=2.695e-48)"
ElasticNet,"0.640 [0.353, 0.875] (p=0.123)","0.682 [0.410, 0.918] (p=0.183)","11.000 [5.750, 15.000] (p=1.416e-02)","0.528 [0.364, 0.688] (p=1.257e-50)"
