,ROC AUC,Average Precision,N features,CVS
STABL,"0.590 [0.323, 0.849]","0.717 [0.455, 0.908]","33.500 [25.000, 38.250]","0.420 [0.000, 0.538]"
SS 03,"0.720 [0.454, 0.945] (p=0.063)","0.812 [0.579, 0.965] (p=0.099)","14.500 [13.000, 16.000] (p=1.199e-03)","0.526 [0.450, 0.588] (p=2.815e-13)"
SS 05,"0.720 [0.455, 0.939] (p=0.065)","0.812 [0.577, 0.960] (p=0.095)","14.500 [13.000, 16.000] (p=1.198e-03)","0.526 [0.450, 0.600] (p=1.440e-13)"
SS 08,"0.680 [0.396, 0.919] (p=0.198)","0.770 [0.509, 0.945] (p=0.299)","14.000 [12.750, 15.250] (p=1.198e-03)","0.526 [0.450, 0.611] (p=3.037e-14)"
Lasso,"0.490 [0.202, 0.773] (p=0.157)","0.677 [0.394, 0.878] (p=0.331)","6.500 [4.000, 11.000] (p=1.190e-03)","0.385 [0.273, 0.542] (p=2.313e-02)"
Lasso 1SE,"0.510 [0.240, 0.774] (p=0.199)","0.651 [0.380, 0.878] (p=0.236)","6.000 [2.750, 11.000] (p=1.208e-03)","0.275 [0.106, 0.400] (p=5.842e-02)"
ElasticNet,"0.590 [0.290, 0.879] (p=0.489)","0.749 [0.525, 0.925] (p=0.357)","12.000 [10.000, 15.250] (p=4.085e-03)","0.417 [0.333, 0.533] (p=4.210e-03)"
