,Spearman corr,pvalue
S6,0.4855815829335072,0.02997228625973506
NFkB,-0.3815283865906128,0.09694244809397427
STAT3,-0.3126300634313437,0.1795861489225205
STAT5,-0.3121595890286832,0.18027688594970007
ERK,0.22544859207627121,0.3392245168854384
Frequency,0.1387375951238592,0.5596674186533706
IkB,-0.1213953957333768,0.6101689948464966
MAPKAPK2,-0.1213953957333768,0.6101689948464966
STAT6,0.08671099695241198,0.7162313833164182
CREB,-0.052026598171447204,0.827557337051562
p38,-0.016643566632465155,0.9444769651455183
STAT1,,
