,Spearman corr,pvalue
p38,-0.3295017884191656,0.1559933352870714
STAT1,0.22941573387056172,0.3305649312781844
NFkB,-0.22544859207627121,0.3392245168854384
STAT5,-0.20810639268578882,0.3786152471949078
CREB,-0.1560797945143416,0.5111092083782216
S6,-0.1213953957333768,0.6101689948464966
MAPKAPK2,-0.10405319634289441,0.6624265026477676
STAT3,-0.0693687975619296,0.7713562200019073
IkB,0.052026598171447204,0.827557337051562
STAT6,-0.052026598171447204,0.827557337051562
ERK,-0.0346843987809648,0.8845776882078991
Frequency,0.0,1.0
