,ROC AUC,Average Precision,N features,CVS
STABL,"0.525 [0.250, 0.783]","0.513 [0.305, 0.856]","4.000 [3.000, 4.000]","0.667 [0.500, 0.750]"
SS 03,"0.765 [0.530, 0.960] (p=0.002)","0.723 [0.452, 0.970] (p=0.0)","8.000 [7.750, 8.000] (p=2.208e-58)","1.000 [0.875, 1.000] (p=0.000e+00)"
SS 05,"0.580 [0.312, 0.827] (p=0.256)","0.547 [0.310, 0.856] (p=0.283)","5.000 [4.000, 5.000] (p=2.600e-23)","0.800 [0.667, 0.833] (p=0.000e+00)"
SS 08,"0.360 [0.202, 0.500] (p=0.162)","0.453 [0.242, 0.670] (p=0.307)","0.000 [0.000, 0.000] (p=2.280e-73)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.600 [0.333, 0.849] (p=0.268)","0.698 [0.425, 0.907] (p=0.116)","5.000 [4.000, 7.000] (p=1.236e-17)","0.571 [0.429, 0.800] (p=4.779e-209)"
Lasso 1SE,"0.600 [0.319, 0.868] (p=0.231)","0.698 [0.416, 0.919] (p=0.123)","5.000 [4.000, 7.000] (p=2.562e-15)","0.571 [0.429, 0.750] (p=9.545e-276)"
ElasticNet,"0.720 [0.470, 0.980] (p=0.086)","0.751 [0.499, 0.981] (p=0.064)","6.000 [4.000, 7.500] (p=7.638e-32)","0.667 [0.556, 0.800] (p=2.212e-06)"
