,Associated weight
CCR2pcMC_predictions,9.24972529682822
CD62LnAgedNeutrophils_predictions,8.468922402904704
CD8Tem_predictions,8.361081261264475
Tregnaive_predictions,7.914778189195165
intMC_predictions,7.818049553828188
CD62LpImmatureNeutrophils_predictions,7.645022810264925
CD61pCD41pPLT_predictions,7.465616746492858
MDSC_predictions,6.106510318492701
pDC_predictions,5.681164223670207
gdTcells_predictions,5.311475704918428
CD4Tcm_predictions,3.613396021101287
Th1mem_predictions,3.382385086858805
CD4Trm_predictions,2.264361172740954
CD4Tnaive_predictions,2.0684947985880564
Th1naive_predictions,1.5742588288060666
CD8Trm_predictions,1.3722339012152551
CD56dimCD16pNKcells_predictions,1.1130319551783785
Tregmem_predictions,1.0102382184838887
mDC_predictions,0.5780837950322604
CD8Tcm_predictions,0.521859992237006
CCR2nncMC_predictions,0.48719602165824494
Bcells_predictions,0.37592829851343046
NKT_predictions,0.37453002127568413
CD8Tnaive_predictions,0.1892665217197409
CD56brightCD16nNKcells_predictions,0.1436485678733046
CD4Tem_predictions,0.054990866675920236
