,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.764]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.044, 0.525] (p=0.036)","0.423 [0.248, 0.736] (p=0.077)","2.000 [2.000, 3.000] (p=8.393e-58)","0.333 [0.200, 0.500] (p=0.000e+00)"
SS 05,"0.500 [0.500, 0.500] (p=0.507)","0.500 [0.300, 0.750] (p=0.509)","0.000 [0.000, 0.000] (p=1.390e-03)","0.000 [0.000, 0.000] (p=1.921e-11)"
SS 08,"0.500 [0.500, 0.500] (p=0.506)","0.500 [0.250, 0.700] (p=0.485)","0.000 [0.000, 0.000] (p=1.390e-03)","0.000 [0.000, 0.000] (p=1.921e-11)"
Lasso,"0.200 [0.071, 0.354] (p=0.001)","0.387 [0.209, 0.626] (p=0.009)","0.000 [0.000, 2.750] (p=1.489e-13)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.270 [0.125, 0.417] (p=0.019)","0.408 [0.225, 0.648] (p=0.029)","0.000 [0.000, 2.000] (p=1.499e-08)","0.000 [0.000, 0.000] (p=2.272e-248)"
ElasticNet,"0.300 [0.081, 0.593] (p=0.07)","0.427 [0.233, 0.734] (p=0.094)","0.000 [0.000, 2.000] (p=6.212e-11)","0.000 [0.000, 0.000] (p=0.000e+00)"
