,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.333, 0.500]","0.476 [0.269, 0.726]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.410 [0.131, 0.682] (p=0.412)","0.529 [0.275, 0.824] (p=0.35)","16.000 [14.750, 17.250] (p=2.660e-07)","0.544 [0.455, 0.667] (p=1.246e-72)"
SS 05,"0.400 [0.131, 0.688] (p=0.376)","0.527 [0.269, 0.844] (p=0.369)","16.000 [13.750, 17.000] (p=2.625e-07)","0.524 [0.444, 0.667] (p=1.248e-72)"
SS 08,"0.400 [0.137, 0.672] (p=0.378)","0.527 [0.279, 0.818] (p=0.355)","16.000 [13.750, 17.000] (p=2.625e-07)","0.524 [0.444, 0.667] (p=1.248e-72)"
Lasso,"0.320 [0.101, 0.580] (p=0.189)","0.467 [0.260, 0.759] (p=0.459)","3.000 [0.750, 4.000] (p=5.424e-05)","0.143 [0.000, 0.333] (p=3.926e-31)"
Lasso 1SE,"0.340 [0.114, 0.600] (p=0.221)","0.473 [0.281, 0.772] (p=0.496)","2.000 [0.750, 3.000] (p=5.280e-05)","0.134 [0.000, 0.421] (p=5.041e-30)"
ElasticNet,"0.360 [0.120, 0.636] (p=0.284)","0.451 [0.254, 0.769] (p=0.385)","4.500 [3.000, 6.500] (p=2.074e-05)","0.375 [0.000, 0.600] (p=3.578e-38)"
