,Feature Name
Feature n°1,Bcells_Frequency
Feature n°2,CCR2nncMC_Frequency
Feature n°3,CCR2pcMC_Frequency
Feature n°4,CD4Tnaive_Frequency
Feature n°5,CD4Trm_STAT3
Feature n°6,CD62LnAgedNeutrophils_S6
Feature n°7,CD62LpImmatureNeutrophils_Frequency
Feature n°8,CD8Tem_Frequency
Feature n°9,CD8Trm_Frequency
Feature n°10,gdTcells_Frequency
Feature n°11,intMC_Frequency
