,Max Proba
CCR2pcMC_Frequency,0.995
CD62LnAgedNeutrophils_S6,0.951
Bcells_Frequency,0.902
CD4Tnaive_Frequency,0.886
intMC_Frequency,0.873
CCR2nncMC_Frequency,0.736
CD8Tem_Frequency,0.713
CD4Tcm_Frequency,0.656
CD62LnAgedNeutrophils_p38,0.64
CD62LpImmatureNeutrophils_S6,0.638
CD8Tnaive_Frequency,0.634
CD62LpImmatureNeutrophils_Frequency,0.605
gdTcells_Frequency,0.598
CD8Trm_Frequency,0.574
MDSC_Frequency,0.572
CD8Tcm_Frequency,0.506
CD56dimCD16pNKcells_Frequency,0.447
mDC_Frequency,0.412
Tregmem_Frequency,0.385
Th1naive_STAT3,0.354
CD4Tem_Frequency,0.277
CD8Tcm_STAT3,0.239
CD4Trm_STAT3,0.215
mDC_STAT3,0.205
Th1naive_IkB,0.179
pDC_STAT3,0.177
MDSC_STAT3,0.17
CD62LpImmatureNeutrophils_STAT3,0.168
NKT_Frequency,0.164
Tregnaive_STAT3,0.136
CCR2pcMC_STAT3,0.115
intMC_STAT3,0.097
CD4Trm_Frequency,0.086
CD8Tnaive_STAT3,0.047
Th1mem_STAT3,0.043
CD4Tnaive_STAT3,0.041
CD4Tem_STAT3,0.029
CD4Tcm_STAT3,0.005
Tregmem_STAT3,0.001
