,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.12,0.164,0.191,0.204,0.219,0.225,0.231,0.244,0.255
artificial.2,0.0,0.184,0.214,0.237,0.246,0.252,0.265,0.274,0.282,0.297
artificial.3,0.0,0.044,0.115,0.17,0.21,0.246,0.284,0.325,0.356,0.382
artificial.4,0.0,0.106,0.137,0.164,0.177,0.188,0.197,0.21,0.22,0.228
artificial.5,0.0,0.047,0.075,0.094,0.106,0.111,0.118,0.12,0.127,0.133
artificial.6,0.0,0.253,0.283,0.303,0.323,0.33,0.334,0.337,0.343,0.357
artificial.7,0.0,0.187,0.231,0.253,0.276,0.293,0.305,0.315,0.33,0.34
artificial.8,0.0,0.132,0.216,0.256,0.292,0.319,0.336,0.353,0.371,0.396
artificial.9,0.0,0.77,0.841,0.871,0.885,0.898,0.902,0.912,0.917,0.921
artificial.10,0.0,0.029,0.046,0.061,0.073,0.087,0.091,0.097,0.107,0.116
artificial.11,0.0,0.31,0.378,0.424,0.446,0.47,0.496,0.516,0.534,0.548
artificial.12,0.0,0.628,0.681,0.698,0.708,0.711,0.718,0.72,0.723,0.727
artificial.13,0.0,0.013,0.031,0.043,0.052,0.065,0.074,0.085,0.098,0.109
artificial.14,0.0,0.301,0.371,0.406,0.436,0.454,0.463,0.473,0.486,0.491
artificial.15,0.0,0.156,0.229,0.282,0.304,0.328,0.35,0.361,0.375,0.388
artificial.16,0.0,0.567,0.632,0.658,0.668,0.679,0.691,0.711,0.714,0.723
artificial.17,0.0,0.227,0.284,0.315,0.341,0.358,0.371,0.388,0.406,0.42
artificial.18,0.0,0.166,0.205,0.234,0.253,0.265,0.278,0.285,0.292,0.3
artificial.19,0.0,0.627,0.65,0.659,0.663,0.683,0.686,0.692,0.7,0.703
artificial.20,0.0,0.02,0.038,0.052,0.063,0.075,0.082,0.088,0.092,0.1
artificial.21,0.0,0.126,0.156,0.166,0.173,0.181,0.185,0.192,0.194,0.197
artificial.22,0.0,0.334,0.478,0.531,0.561,0.585,0.609,0.624,0.636,0.649
artificial.23,0.0,0.05,0.073,0.086,0.096,0.106,0.116,0.125,0.135,0.145
artificial.24,0.0,0.485,0.545,0.571,0.584,0.59,0.597,0.606,0.611,0.62
artificial.25,0.0,0.182,0.242,0.284,0.312,0.324,0.356,0.378,0.407,0.427
artificial.26,0.0,0.548,0.63,0.66,0.691,0.705,0.725,0.738,0.754,0.761
artificial.27,0.0,0.433,0.453,0.46,0.465,0.471,0.482,0.49,0.497,0.502
artificial.28,0.0,0.128,0.176,0.211,0.227,0.252,0.263,0.271,0.279,0.286
artificial.29,0.0,0.102,0.151,0.19,0.215,0.228,0.239,0.251,0.268,0.277
artificial.30,0.0,0.101,0.134,0.157,0.168,0.183,0.194,0.207,0.215,0.223
artificial.31,0.0,0.522,0.541,0.561,0.575,0.587,0.602,0.617,0.628,0.638
artificial.32,0.0,0.115,0.148,0.172,0.191,0.202,0.214,0.225,0.237,0.243
artificial.33,0.0,0.31,0.38,0.411,0.434,0.446,0.457,0.465,0.476,0.488
artificial.34,0.0,0.882,0.911,0.924,0.935,0.946,0.948,0.953,0.955,0.956
artificial.35,0.0,0.178,0.266,0.314,0.343,0.359,0.379,0.391,0.4,0.408
artificial.36,0.0,0.912,0.936,0.953,0.956,0.959,0.963,0.965,0.965,0.967
artificial.37,0.0,0.034,0.055,0.067,0.077,0.087,0.098,0.104,0.11,0.116
artificial.38,0.0,0.121,0.231,0.298,0.356,0.401,0.43,0.467,0.492,0.531
artificial.39,0.0,0.447,0.548,0.577,0.594,0.619,0.63,0.637,0.648,0.655
artificial.40,0.0,0.104,0.157,0.186,0.211,0.231,0.244,0.257,0.27,0.282
artificial.41,0.0,0.657,0.73,0.767,0.785,0.801,0.81,0.819,0.828,0.837
artificial.42,0.0,0.271,0.322,0.347,0.362,0.383,0.404,0.423,0.438,0.449
artificial.43,0.0,0.375,0.451,0.494,0.519,0.533,0.545,0.548,0.561,0.575
