,Spearman corr,pvalue
MAPKAPK2,-0.4810702354423639,0.03176497574213022
STAT3,-0.39864635821604966,0.08167983362581117
CREB,-0.37786230664082227,0.10046503369091357
IkB,-0.33830009251541265,0.1445838832795454
STAT5,-0.32558277102259187,0.16127091609261282
NFkB,-0.29526172657404687,0.20628958910986694
STAT6,-0.22941573387056172,0.3305649312781844
p38,-0.016643566632465155,0.9444769651455183
S6,0.0,1.0
STAT1,,
ERK,,
