,Spearman corr,pvalue
CRHR1,-0.08316129750302369,0.015180605932115428
REG3A,0.08296938257551797,0.015417571543222739
SUSD2,-0.08286743851435321,0.01554476315167285
ALDH3A1,-0.0827714858824005,0.015665320594289624
COL4A1,-0.08232170164343121,0.016241452479660648
BAX,0.08173998402737993,0.0170140907693471
CD93,-0.08121224474796719,0.01774269726079346
SRC,-0.080876408754872,0.01822044285576181
SORT1,0.08087041090604728,0.018229076349754774
RABGAP1L,-0.08071449310933182,0.018454767423110453
CAPG,0.08068450113270827,0.01849845968199669
CA4,-0.08060054849003497,0.018621242593380896
PSMG3,-0.08043862501402248,0.01886007152198959
GGT1,0.08033067395794236,0.019020775673294247
CCL17,-0.08024071916373099,0.019155600819801978
ATG4A,-0.08003082579833662,0.019473438391616537
SOD2,0.07992287437278581,0.019638691045026333
PSIP1,0.07984491215109839,0.01975879514616867
GAS6,-0.07983892321968925,0.01976804777346176
ROBO1,-0.07967700131156305,0.020019645258167552
FLRT2,-0.07937114793294965,0.020502506448242617
TNNI3,0.07929318494128217,0.02062719911528402
GALNT2,0.07928718672313231,0.020636819849914473
ACY1,0.07928118850515706,0.020646444489581542
GFRA2,-0.07921522579436599,0.02075254513194012
FCRL6,-0.0791672442856716,0.02083002091036645
MAP3K5,-0.07890937129131262,0.02125073400113142
SMAD1,-0.07888538839142215,0.02129023442030819
CTSD,0.07853156233900203,0.021880455372196947
VSTM2L,-0.07845360125891794,0.022012397398683332
SERPINA11,-0.07841161571995799,0.022083739927046687
SKAP2,-0.07836963322868727,0.022155277938976956
AARSD1,-0.07808777311143059,0.02264079664123649
IL24,0.07779991667090982,0.023146144695650246
IGSF3,0.07772795076681406,0.023274002230987658
LPO,-0.07756603115867938,0.023563914948635453
FCN2,-0.07715823040410977,0.024307969423414916
RAB37,-0.07702629424033329,0.024553006961056875
RSPO3,0.0769783192192929,0.024642636412200988
WISP1,0.07697232066137323,0.024653863109484676
CREG1,-0.07694234914898881,0.024710023057482697
CCL24,-0.07684637970116262,0.024890593286761183
WNT9A,-0.07676842159132942,0.02503811304685631
PREB,0.0766184953525776,0.02532394271416301
DKKL1,-0.07640259695589291,0.025740496579429617
ULBP2,0.0760607720486387,0.026412109446429036
IL6R,-0.07600679441047646,0.026519533962558035
AKT3,-0.07600080066396496,0.026531485728925434
RETN,0.0755750039395593,0.02739251194573693
CASP2,-0.07552103365808256,0.02750334808707752
TIMP3,0.07522717275224411,0.028113635509671872
PDP1,-0.07511322926201275,0.028353387617003303
HYAL1,-0.07492733081144515,0.028748317231946208
CDH15,-0.07484336318765705,0.028928245701546812
FUS,0.0746994405275935,0.02923889885263838
TNFRSF12A,0.0745854872495188,0.029486892390113942
DKK3,-0.07454950414118562,0.02956557574532057
TNF,0.07448952627342707,0.02969712849138248
VCAN,0.07426164722449251,0.0302015391248973
KLRB1,-0.07423166082276997,0.030268458121763573
TNFAIP8,-0.07413571390872419,0.030483432693334336
CD84,-0.07402176608872581,0.030740438734742966
FABP4,0.07400377166475545,0.030781193976547085
DPEP2,-0.07395579658646606,0.03089007825088981
FUCA1,-0.07394979880478078,0.030903714004994684
PHOSPHO1,0.0738118674020071,0.03121872268830577
MMP7,0.07375789310775603,0.031342736147352064
PRELP,-0.07367993163001314,0.031522608192411594
BTN3A2,0.0736319547586819,0.03163373874962402
CHRDL2,-0.07356598526779642,0.031787093805971785
CSF1,0.07336808784679183,0.032250956370802185
PLA2G15,-0.07308022732987716,0.03293601819422
DAG1,0.07299027065509249,0.033152634952967074
GRN,-0.07296028745660206,0.0332251047839582
FYB1,-0.07285233499373525,0.033487149256677014
NDUFS6,0.0727503863151629,0.03373623846125048
PSMA1,-0.07239656479250256,0.03461303024093276
PECAM1,-0.07231260518547929,0.034823916694381236
CCL5,-0.07225862564533389,0.034960078045233635
MFAP3,-0.07223464579813557,0.03502071171042066
DGKZ,0.07213869905956191,0.03526421298139449
CA2,-0.07209670596310719,0.035371239353246944
NID1,0.07202474398751228,0.03555528975430735
PMVK,-0.07198276034640586,0.035663043624504225
ARHGEF12,-0.07188680732086702,0.0359103580000689
NT5C3A,-0.07188081200012714,0.035925858995515085
AXL,-0.07182684016399989,0.036065660625487744
FLT4,-0.07181484777698235,0.036096786936048585
BANK1,-0.07176086897484733,0.03623717241798079
PDCD1LG2,-0.0716169515952374,0.03661373819471096
BTN2A1,-0.07145502147878942,0.03704140884271219
CLTA,0.07142503788944729,0.03712106208003437
TMSB10,0.07134107379600867,0.037344892854445755
PKLR,-0.07120914011423865,0.03769891679931362
SPRY2,-0.07119714529516175,0.037731243952597734
IL6ST,-0.07114917879070803,0.037860753551040405
IL10RA,0.07103524006941567,0.0381699021340636
SEMA4C,0.07101723647174474,0.038218946575097126
MYO9B,-0.07079534508942296,0.03882781599301384
PNLIPRP2,-0.07077135374226784,0.03889413831577734
SERPINA12,-0.07065141657225679,0.039227138167745396
STK4,-0.07048350081833545,0.03969740616612823
PTPRM,-0.07045950811663881,0.03976498897605583
FOLR2,-0.0703815479881136,0.03998526084498406
IGFBP1,0.07030958014567204,0.04018951821104667
CNST,-0.07022562022558372,0.040428926989207144
ZBTB17,0.07009968528049065,0.04079028860401336
ITGB1BP1,0.07000973746540826,0.04105005728058978
CCN3,-0.06987779220446887,0.04143364494727931
GP2,0.0696978796019277,0.04196156106533989
CD99,-0.0695839377457039,0.04229883004171148
CD27,0.06958393707064417,0.042298832046655965
DKK1,0.06915214810562278,0.04359777902481832
DECR1,-0.06910417025064644,0.04374416488020789
IL18R1,0.06903220748991563,0.0439645080841955
SCARA5,-0.0689722378503148,0.04414884333356421
FOLR3,-0.06878632718510912,0.04472444098591639
SIGLEC15,0.06866039216592446,0.045117927586823
C4BPB,0.06857043220613604,0.045400789983724314
DRAXIN,-0.06821061000772527,0.046547146943573973
AHSP,-0.06814464229978742,0.046759929727984456
CASP8,0.0681326465186209,0.046798710504346495
MCFD2,0.06803669415126966,0.04710988520503027
OPTC,-0.06787477637911367,0.047638925540167076
CA13,-0.06785678090654035,0.047698029505468954
FMNL1,0.06770685627322974,0.04819283466357375
IL17F,-0.06765888172775074,0.04835207416899142
GRK5,-0.06764689120821664,0.048391942539252934
TGFA,0.06761689998030794,0.04849178380531938
NINJ1,-0.06755093980938431,0.04871197390010874
SELPLG,-0.06716112602552082,0.05003043740999419
FES,0.06713114070271275,0.05013308181349407
DAPP1,-0.06649545218173022,0.05235094881158187
TFF3,-0.0664954508915358,0.0523509533947526
PSME2,0.06638750405302257,0.05273558803758172
RSPO1,0.06633352886367584,0.0529287941597954
MPIG6B,-0.06633352596780766,0.05292880454147805
NOS3,0.06605766518490863,0.05392550133154905
DCN,0.06605766390320852,0.05392550599846673
CDH3,-0.06604567073559309,0.05396919017579933
CCL11,-0.06578179926182808,0.05493780703919076
LDLR,0.06567984821147073,0.05531590305338786
LAIR1,0.06566185638156116,0.055382851838700446
INPP1,0.06560788471284618,0.05558408848776799
REG1A,0.06534401102586511,0.05657673230147862
CD63,0.065308029908094,0.05671322074600812
STX16,-0.06501417596637263,0.05783817730402554
SULT1A1,-0.06501417092055883,0.0578381967786437
ANPEP,-0.06485225554014327,0.05846592601887186
PRKAB1,-0.06471432713738048,0.059005106111106945
CXCL14,-0.06461836908417894,0.05938264394456686
DCTPP1,0.06461236982586231,0.05940631376399408
LTO1,-0.06446844528822088,0.05997650863762468
TGM2,-0.06442646114778625,0.060143690845800596
CD46,-0.06404864796464327,0.06166557575903157
LY6D,-0.06387473216706555,0.06237675406962464
GALNT10,0.06379077790789713,0.06272247675569174
ATP6AP2,0.06372480957726122,0.0629952419306894
AMN,-0.06355689084057967,0.0636939698087368
GFER,0.06307112432324058,0.0657513562517092
USP8,-0.06291519912780519,0.06642323198158057
TARBP2,0.06289721220692888,0.06650109882075433
PAG1,0.06280725441186386,0.06689166049078113
DPP10,-0.06280126039385633,0.06691775103016931
CCL4,0.06274128518287453,0.06717926968207011
SCLY,0.06264533215640483,0.06759941361556202
ITGA5,-0.06254339147051077,0.06804813706623244
B4GAT1,-0.06252540755433209,0.06812755199738015
C19orf12,0.06210559758753183,0.07000310347142384
HMOX1,0.06199765403943315,0.07049213135049356
AXIN1,-0.06197366036988737,0.07060121151341926
ANG,-0.061727785532698094,0.07172699288364179
DUSP3,-0.061727782837898856,0.07172700530224049
RNASE3,0.06170379547861692,0.0718376173258984
FSTL3,0.0615658624004408,0.0724763731922387
GUCA2A,-0.061463912604991754,0.07295147073611613
IGFBP2,0.06144592081580799,0.0730355780095712
NECTIN4,-0.0614039419614119,0.07323212703145468
PTH1R,-0.061343974293436,0.07351365043911907
CTSO,-0.06126001182251401,0.07390930345725671
BLVRB,-0.06103812044342122,0.07496328333916377
PSPN,-0.060924174448580545,0.0755092677257699
GLT8D2,-0.06090619448280543,0.07559571588114054
SLAMF7,0.06090019062319529,0.07562460054980574
CD8A,-0.06086420675965958,0.07579790800607453
PLXNB3,-0.06079224523039111,0.07614546344872812
LRRC25,-0.06079224228154972,0.07614547771740748
TFPI,0.060558361468179125,0.07728403291075188
TNFSF13B,-0.06051037937207208,0.07751931785094167
PILRB,-0.06034245981383437,0.0783473178563482
NPTX1,-0.060240512937001965,0.07885350698710294
LHB,-0.06022851910014478,0.07891323329828999
APOH,-0.060174554567878166,0.07918241783547769
ADM,0.060150553759964094,0.07930237733046262
TNFRSF14,0.060114572541251146,0.07948249296403674
APP,0.06006060041922861,0.07975329028589156
ACP5,0.06003661041413491,0.0798738967536338
RELT,0.059742755713836714,0.08136325150624756
FABP1,0.059700772787846794,0.08157786019432278
ADAM8,-0.05967678713683872,0.08170067590755292
TNFRSF19,-0.059634807397266704,0.08191598859722897
FGFBP1,0.059538858989339354,0.08240983007813074
TBC1D23,-0.059532857881720476,0.08244079735765561
DUOX2,-0.05936495418977688,0.08331104858091236
NDRG1,0.059346949750243266,0.08340480562052643
FCAR,0.05933495648479862,0.08346730715901848
SF3B4,0.05932295947816267,0.08352986607352374
ILKAP,0.05919702199052708,0.08418886266213575
PAEP,-0.05911306280318362,0.08463052722125261
MAP2K6,-0.059065084856254176,0.08488375261204377
LXN,0.0589391470808033,0.08555135758982015
CCL19,0.05880722136681128,0.086255242003119
ALPP,-0.05871725627457746,0.08673791969820314
RASSF2,0.05844738979994505,0.08819886877335609
MLN,0.05830945448996443,0.08895320773804623
CNPY2,-0.058279478498288954,0.08911782447935353
CALB2,-0.0582494858265616,0.08928277790910245
IL17C,0.05799760771810696,0.0906777617572459
IVD,-0.057661776319321886,0.09256487034437735
AGRN,0.057649780232595094,0.09263285685503914
LRP11,-0.05755982370794329,0.09314395179572608
IL1R1,-0.057493856836659474,0.09352018144031454
S100A4,-0.057265966998843496,0.09482928063575864
CEACAM8,0.05696611350752847,0.09657405519600577
CD276,-0.05675021919378271,0.0978460927400497
RBP2,-0.05668425148680484,0.098237425249162
DBNL,-0.05652232938063507,0.09920326839155834
MET,-0.056420383395669245,0.09981523264863555
TPMT,-0.056282457735966955,0.10064795626060714
TACC3,-0.05626445780661846,0.10075703701266192
SNAP23,-0.05620448361884442,0.1011211633174757
FLI1,-0.05618649624250772,0.10123057532600836
CCL2,0.05618649569742157,0.10123057864303546
CDSN,-0.05613252429671176,0.101559436086659
PDLIM7,-0.05609054076361589,0.10181583604329497
IL33,0.05603057827596629,0.10218292798106804
LAMP3,0.05589263954530568,0.10303138409938427
NFATC3,-0.055748711894348886,0.10392262980777299
TFPI2,0.05556279965962785,0.10508289549786916
CCL18,0.05548483944008037,0.10557248408006238
CD99L2,-0.05538888533565613,0.10617755194673847
MZT1,-0.055376895773644234,0.10625334831413186
NUDC,0.05535290268170681,0.10640515794763643
SPINK4,-0.05533491309954304,0.10651909459308048
GUSB,-0.05531692136973173,0.10663314137299672
SNCG,0.05525694911823799,0.10701399401764744
CLPS,0.05521496993698799,0.10728122152796336
PM20D1,-0.05517898728423136,0.10751069658017262
FST,-0.055166996099498364,0.10758725506951877
HS3ST3B1,0.05481316929551201,0.10986574283808988
SH2B3,-0.054807170635923205,0.10990469717118126
NECTIN2,0.054585279256830405,0.1113532946180272
HSP90B1,-0.05451931578083038,0.11178681929714171
DBI,0.054447347570255905,0.11226132324918098
EPHX2,0.054279434243390864,0.11337458159302642
ADAMTS15,-0.05426743484894071,0.11345446826456822
NUDT2,-0.05421945938654865,0.11377431005329543
IL20RA,-0.05420747025364211,0.11385434954358957
CALCOCO1,-0.05408752108341535,0.11465756917902105
PRKAR1A,-0.05406353361376633,0.11481873005051813
NCK2,-0.053937596574085776,0.1156677642924388
KIR2DL3,-0.05381765737592856,0.11648093569230138
CRADD,-0.053787668922234924,0.1166849522676013
IDUA,-0.05378167603207116,0.1167257564923342
RTN4R,-0.0535118052663032,0.11857486673104797
SMOC2,-0.05338586639686929,0.11944558874118946
P4HB,-0.05336187995156232,0.11961199285379774
KYNU,-0.05330190723812117,0.12002884220965389
FUT8,-0.052930087712853305,0.12263862524778953
CD69,-0.05292409064875713,0.12268107812455799
MITD1,-0.05281614375122048,0.12344718941681074
BTC,-0.052660224937290015,0.12456033849269223
PDGFC,-0.052630241400949976,0.12477529269859756
DIABLO,-0.052330382572426955,0.12694091710965172
DDR1,-0.05210849726177456,0.12856211974409013
FAM3C,-0.05206651275602872,0.12887067847677802
PRKRA,0.05198855091937491,0.12944517031751412
SCGB1A1,-0.05181463353962795,0.13073390041460575
ITGB6,-0.051706689145362535,0.1315387525688246
PILRA,-0.0515207796495409,0.13293390719811127
TXNDC15,0.05148479976093381,0.13320523367126036
CD2AP,-0.05147280138716082,0.13329580919168665
CLSPN,-0.05146081973992603,0.1333863059186898
HK2,0.051424830112518874,0.1336584190170177
ERBIN,-0.05126890245034855,0.1348423238587087
PLIN1,0.05102902458251023,0.13667940954364471
RILP,-0.051029020869623035,0.13667943812695466
LY9,-0.05083111700515212,0.1382095332904361
ENTPD5,-0.05075915174112098,0.13876918853870376
C1QTNF1,0.0507531568925682,0.13881588743117557
CA12,-0.05071717179940343,0.13909645941770243
TXNDC5,0.050627217801265764,0.1397997278858745
CD79B,0.05060323248912625,0.1399877076910528
CCN1,-0.05056125009268794,0.14031720303757833
ABHD14B,0.05053126697660922,0.14055288730605697
HYOU1,-0.05045930195571126,0.1411198130849573
TST,-0.050435310027427335,0.14130920607767888
TSLP,-0.05042331932323021,0.1414039341029481
TNFRSF11A,0.05035135088421322,0.14197351744638212
SIAE,0.05030937533948916,0.14230653780210675
BID,-0.05028538781264965,0.14249711572119658
INHBC,-0.05026739271713902,0.14264021287565715
NUDT5,0.05023740885790095,0.14287888933528606
MMP12,-0.05023141008785791,0.1429266772417033
BAMBI,-0.05020742426629614,0.1431178774769033
DCTN2,0.05014745483721889,0.14359677412617924
CEACAM1,0.05005749741016978,0.14431744458952417
PDCD5,0.05002751111698147,0.14455828594533024
AIF1,-0.050009519681239754,0.14470293553439426
TPP1,0.049973536567873955,0.1449925687578317
PDCD1,-0.04967368431814403,0.14742338707309985
KLRD1,0.04962570684017246,0.14781519627254466
NRP2,0.04961371535889739,0.1479132489524565
METAP2,0.049601717139475365,0.14801140637432406
LGALS8,0.04945179557444908,0.1492421068271009
DPT,-0.04931386045491952,0.15038128297864714
CHRDL1,-0.04931385973730129,0.15038128892246738
DEFA1_DEFA1B,0.049037995968849966,0.15267942488980238
LY96,0.04903799525524613,0.15267943086892632
FHIT,-0.04892405245633587,0.153636400714746
CRTAM,-0.04882809847641623,0.15444581330642654
ZBTB16,0.048534242320024144,0.15694473491230967
MME,0.048528243372445615,0.15699606615048278
ANXA4,-0.048516252303461335,0.15709870829333364
SERPINB5,-0.04841430878150854,0.15797338466883953
VAT1,-0.048414304319497586,0.15797342303335574
CSTB,0.04839630983845234,0.15812819747572934
CEP85,-0.04819840718030964,0.15983797210553863
BAG3,-0.04819240894700392,0.15989001071881914
FOXO1,-0.04818641118146351,0.15994205805996464
GGH,-0.04807846495796847,0.16088098011052246
FCER2,-0.04797651486388272,0.161771558835791
TIMP4,-0.047964520502505895,0.16187657861397783
WASF1,-0.04794653023981355,0.16203419338235028
ANXA3,0.047874562912001026,0.16266586401177507
EFNA1,0.04786257040891467,0.16277130444160554
ADA,0.04783258462322845,0.16303517051880176
PIK3AP1,-0.047778611508310136,0.1635109292275442
PNPT1,-0.047700649672034495,0.1641999854212817
DNPH1,-0.047562715808198985,0.16542444299141248
CD164,-0.04749675271033813,0.16601242519372844
STXBP3,-0.04747276145781195,0.16622666724059584
PGF,-0.04731683778450433,0.16762412723731265
HEXIM1,0.046873053657814495,0.17164972498719838
RCOR1,0.046855068829083225,0.171814376522414
TNFRSF9,-0.04667515212460643,0.17346801717187638
DRG2,-0.04648924515814995,0.1751891575084906
PTPN6,-0.04632132465169831,0.17675468279161033
CTSC,0.04631532938468765,0.1768107685320594
CTSB,0.0461833926208451,0.1780483906326149
PSMD9,-0.04565565073588114,0.18306322870624017
VPS53,-0.04554770313608577,0.18410174404681182
ACOX1,-0.04549972971178901,0.18456466989040188
CD300LG,-0.04540377601622291,0.18549316698229917
SERPINB8,0.045355796859416125,0.1859587290165336
CD274,0.045271841254025995,0.18677545928095227
CNPY4,-0.04498397974924804,0.18959589273063152
CA1,-0.04494200051674169,0.19000980409325344
CLEC14A,-0.044930007695615864,0.19012817414190994
AHCY,0.044780078909434154,0.19161256087107995
CD300C,0.044678128816831995,0.19262677864303923
AK1,-0.0446001678466784,0.19340500167688274
LRMP,-0.04450421416885722,0.19436599311156613
GLRX,0.04437827689488684,0.19563257698528266
CDH1,-0.04436028871404122,0.1958139805964067
IKBKG,-0.04409641208528754,0.19848922870679467
MERTK,-0.04395848174403254,0.19989817288259945
GRAP2,-0.043916500163274946,0.20032845422734907
IGF2R,-0.043826549091812,0.20125266029758684
TRAF2,-0.043640636697998184,0.20317265671537948
PFKFB2,0.04356867044738392,0.20391944639039417
EPO,-0.043394757483887554,0.2057323588723689
CTSS,0.04334078453562516,0.20629735627562307
TPT1,-0.043334787681412475,0.20636020166422397
ATOX1,0.04329880361450955,0.20673759632300376
TDGF1,-0.04313088686263057,0.20850529116663236
DEFB4A_DEFB4B,-0.042849023175027846,0.21149706907977456
RABEPK,-0.042741078715979396,0.21265098579741906
ARHGAP25,0.04273507957853117,0.21271524891388352
MILR1,-0.04272308855865071,0.21284373938400655
CHAC2,0.04269310385667893,0.21316528702866072
ANGPTL2,0.04251319005863071,0.2151019855064626
HTRA2,0.042369258867086465,0.21666043482297462
HMOX2,0.042327279828027795,0.21711649698563174
TBC1D17,-0.042303293622828746,0.21737739345828877
S100P,0.04229729430135786,0.21744268287916813
IGFBPL1,0.041895494856436295,0.2218474777502672
LAMA4,-0.04181752956538804,0.22270952562613489
QPCT,-0.0417995391834272,0.22290878138055717
CLPP,-0.04174556357847348,0.22350736220222475
CTRB1,-0.041709582002827726,0.22390702914974092
VSIR,-0.04154766308133059,0.22571186328441004
C2,-0.04141572585356265,0.22719015267383255
TJAP1,-0.04136774974072089,0.22772940520264237
CALB1,0.04136774933939693,0.2277294097173371
PPP1R9B,-0.0413197716226557,0.22826959020890103
AKT1S1,-0.041097883640097164,0.23077967315790232
IFNLR1,-0.04072606761096756,0.23502958061802273
FRZB,0.04048018343461765,0.23787027858628548
PVALB,-0.04041421631638981,0.2386364970567537
NBL1,-0.040354246847866565,0.23933455918421043
GLB1,-0.04018033217301276,0.24136710255825405
LTBR,0.0401743337443976,0.24143742203212099
DNAJA2,-0.040144347254532746,0.2417891689911164
PSME1,0.04003640145970609,0.24305837255155777
F9,0.03998242788074603,0.24369473239494407
SETMAR,0.03995843962343045,0.24397793369888268
IL10,-0.039910464076765045,0.24454501687952443
PPY,-0.03979052047114203,0.24596682002561165
MMP10,0.03972455334383812,0.24675125092535
CCL21,-0.039634599687710256,0.2478237282927013
CD300LF,0.0396106089316613,0.24811030868602305
LILRA2,-0.03955663746465554,0.2487558680885842
PRL,-0.039556636121517615,0.24875588416860006
PLA2G4A,-0.039448687816001846,0.2500505829730051
ANGPTL4,0.039322749087886626,0.25156698262174687
METAP1D,-0.03923279350749226,0.25265403006400183
VTA1,-0.03919681283392363,0.2530897437196947
CCL8,-0.039118849289112204,0.2540356474642193
DOK2,-0.039094861411884944,0.2543271772505405
SPOCK1,-0.039070876377000845,0.25461890474036886
GNLY,0.03907087410275392,0.25461893241281064
UBAC1,-0.038986915580375994,0.2556419411470657
LILRB2,0.03889096292747853,0.25681458198391793
MVK,-0.03871704711954484,0.25894950278636275
PRDX1,0.03869305867465772,0.25924493585541203
TFF2,-0.03866907023000333,0.25954060189801553
ANXA10,0.03866307391593149,0.2596145449855252
PPP1R12A,-0.038627090405576145,0.26005857875976907
CD55,-0.038555128814695076,0.26094815261452037
MESD,-0.0385251416225712,0.2613194672843162
PODXL2,-0.03850115355177994,0.26161676057859673
IGFBP7,-0.038303250240249415,0.26407835603036794
RUVBL1,0.038159321435355255,0.26587858053121705
PRDX5,0.03806336748013295,0.2670834232533322
PCDH1,0.038039383097560775,0.26738516698646636
PRSS8,0.0379194371998001,0.26889769755174237
TNFRSF10C,-0.03789544912665253,0.2692008919581977
MAVS,-0.03783547756630521,0.269959919894404
IL11,0.037727531693081344,0.2713298224522568
IFNL1,0.03769154875861831,0.2717875235779665
GMPR,-0.03763757536301176,0.27247505145077944
F11R,-0.03757760453802743,0.27324036849462885
CEACAM21,0.03756560986288721,0.27339361432827564
PLIN3,0.03753562581663024,0.2737769517211492
MATN2,0.03741568489245405,0.27531402818337086
TCN2,-0.037361711312708566,0.2760076291815179
TGFBR2,-0.03729574288049091,0.2768569874503076
GPR37,0.03729574179503124,0.27685700144045616
HBEGF,0.037271754623291686,0.27716628200235605
ACP6,-0.03725975995248585,0.2773210243670387
IL18BP,0.03719379368947138,0.2781731001685579
SOST,-0.03714581699372663,0.27879392379658824
FOLR1,-0.037079849105286077,0.27964909065555954
LGMN,0.036989899419404754,0.28081800805674606
NGF,-0.03691793946963258,0.28175552577837804
TIE1,-0.03681598023666541,0.28308750944170846
RHOC,-0.03680997942233102,0.283166035875178
PPP1R2,0.03680398414348062,0.28324450458161926
IL18,0.03673201830178269,0.2841875711661686
CD74,0.036642062871812105,0.28536936003771435
GP1BA,-0.036504131986547485,0.28718785975085614
CPB1,0.03640217959351766,0.2885370218762922
CARHSP1,-0.036270245061159744,0.2902892665189557
CGREF1,0.03609632984543783,0.29260996476867923
ADCYAP1R1,-0.03598838722734309,0.29405657245558753
SAMD9L,0.03564654967931368,0.2986692956097802
CHMP1A,-0.035598573510968415,0.2993205194829712
CASP3,-0.035598573165613386,0.2993205241741883
RAD23B,-0.035520613053843964,0.3003807627931599
CORO1A,-0.03550262065484904,0.30062580951543344
CRELD2,0.03546064068872507,0.3011980708539707
FXYD5,-0.035178781571636945,0.30505905607353795
IL17A,0.03517878105971318,0.30505906311565195
OSMR,-0.035160789865853796,0.3053066196653782
TXLNA,0.03515479007283602,0.3053892056292989
BCR,-0.03511880717685895,0.30588481343562257
SLAMF1,-0.03481295809150466,0.3101188859361931
MPI,0.034812957922637916,0.3101188882845415
KIR3DL1,-0.03456108172742454,0.3136346482669816
SFTPD,0.03453109674077911,0.3140549244361665
CCL15,-0.0345191027794463,0.31422313792942314
KLK4,-0.03445313373389768,0.3151494009920223
ANKRD54,-0.03430320762849383,0.31726114797904115
DAB2,-0.03418326717214106,0.31895719288133106
CD70,0.03399136160546811,0.3216831774928499
STX8,-0.033889410029427545,0.3231375392128625
EGF,-0.03384143236641535,0.32382342950431786
ITGB1BP2,-0.03376946808937465,0.32485400707017686
INPPL1,-0.033757473961124114,0.3250259781106041
FCRL5,0.03349360313961239,0.3288242977893153
BCAM,0.033247725284493594,0.3323893623846712
BMP6,-0.03304982135622856,0.3352768714256631
RAB6A,-0.03302583518160302,0.33562793325611595
GP6,-0.03289389704620171,0.3375632027029306
FXN,-0.032827929021707836,0.3385335009199407
PBLD,-0.032785950845105855,0.33915187130556057
MSRA,-0.03245611136081014,0.34403580562433456
LGALS7_LGALS7B,-0.03242013007652863,0.3445712786422084
PIGR,0.032324178457485586,0.3460018229397531
MAGED1,-0.03204231983838801,0.35022586370316644
OXT,-0.032006331391799016,0.3507675414053665
LAT,-0.03185640416983844,0.3530298621533656
ANXA11,-0.03172447137705525,0.35502825916757175
NID2,0.03161052607760797,0.3567599224715471
VPS37A,-0.0315805401432143,0.3572165097885055
CLEC6A,0.03136464704868353,0.36051468759105476
EPHA10,-0.03134665691971746,0.36079037946613834
ANGPT2,0.031328662990391255,0.3610662616228183
ENPP7,-0.031154748281880435,0.3637395181801869
HS6ST1,0.03113675784459058,0.3640167541083311
CPXM1,-0.031118767104533304,0.3642941265569728
HCLS1,0.03102880978412794,0.36568302211640136
CCL26,-0.03047708121511626,0.3742734318566605
LCN2,0.030447095302423625,0.3747438545660047
PRDX3,-0.030339148587047837,0.37644035490461825
HEBP1,0.030261188365056986,0.37766852189358346
GSTA1,-0.03010526190883692,0.38013233488925
ICAM1,0.030057286124827106,0.3808923854545664
SIGLEC9,0.029865381661707845,0.38394191358255425
CCT5,-0.029841394561355136,0.3843241353964748
FKBP7,-0.029817405144982212,0.38470662643673137
HNRNPK,-0.029799415685781767,0.384993605622335
STX4,-0.02968546785205295,0.3868144060750268
CLEC7A,-0.029685467708058057,0.3868144083792652
PLXNB2,0.029679472371464354,0.3869103543461382
HLA-DRA,0.029439590646976783,0.39076116694692364
ENO1,0.029391611705638684,0.3915341509539446
CEP164,-0.02928366668050132,0.39327662624957305
ANGPTL3,-0.029229690830116156,0.3941496736209299
TNFRSF13B,0.029001803094538446,0.3978485957449538
RRM2B,0.028959823082336095,0.39853225822737537
HDGF,0.028827887669660303,0.4006854761662586
HPCAL1,-0.028767916608902537,0.40166652042723416
SIGLEC7,-0.028540029833407192,0.4054075374411643
SNAP29,-0.02848605487136884,0.40629663188560616
TXNRD1,0.028396099184098286,0.40778099278720426
IL19,-0.028270160560764784,0.4098645202134844
SNX9,-0.028186201525474124,0.4112570410607489
DSC2,-0.028120234092581062,0.41235312233774346
AKR1C4,0.02809025190542954,0.41285186198204626
CRHBP,0.02766445868853608,0.4199731645079371
TBL1X,-0.027622478164904513,0.42067916095167457
VSTM1,-0.027604490453424207,0.4209818773211398
AGRP,0.027448563699643276,0.42361132233266674
EFEMP1,-0.027376598263021894,0.4248281277518581
XCL1,-0.027298638149303514,0.4261485898861148
HNMT,0.027184691943561046,0.42808286565285314
YES1,-0.027166700882787848,0.42838873565853053
IL1R2,0.027130719287128287,0.4290008473668463
IL3RA,-0.027118733445657375,0.4292048607569263
TNFRSF4,-0.027100733044992803,0.4295113548842193
CXCL12,-0.027058754383229855,0.43022662163441105
AIFM1,-0.026992785758757236,0.43135204258566673
SCRN1,0.026980793986205186,0.4315568043917115
ATXN10,-0.0269448093762232,0.4321715859649484
EFNA4,0.026866848714742302,0.4335052458074803
RGS8,0.02683686729783333,0.4340187646553231
EBI3_IL27,0.02671692210361093,0.4360766814852983
SIGLEC5,0.026686938334784405,0.4365919932056699
MANF,-0.026566994203797947,0.43865689494826643
STK11,-0.026471041819341835,0.44031279209135943
BAG6,-0.026387082535158174,0.44176464962162965
TDRKH,-0.02635709721409549,0.4422838300776839
VTCN1,-0.025967289551790798,0.4490647857854997
ICAM5,-0.025901320962138683,0.45021814960709194
VCAM1,-0.025895324274610998,0.4503230758785055
NUCB2,0.02585334419646186,0.45105800405443275
FCGR2A,-0.02583535312888164,0.45137317368232155
C2CD2L,0.025811365622783123,0.4517935830154223
CERT,0.025793373678579378,0.45210905806540524
TYMP,0.025661438138868085,0.454426241358734
WISP2,-0.025595470431570223,0.4555873328524884
LYN,-0.025535499169248684,0.4566443261762293
STAT5B,-0.0254335488318843,0.4584443540630242
HGS,-0.0254095618080377,0.4588684436851692
