,Max Proba
artificial.8,0.778
artificial.37,0.66
artificial.12,0.625
artificial.41,0.618
artificial.44,0.557
artificial.45,0.528
artificial.31,0.473
artificial.1,0.45
artificial.27,0.428
artificial.38,0.425
artificial.4,0.422
artificial.3,0.409
artificial.29,0.366
artificial.46,0.355
artificial.11,0.331
artificial.21,0.33
artificial.36,0.319
artificial.25,0.318
artificial.42,0.289
artificial.40,0.277
artificial.39,0.267
artificial.13,0.266
artificial.33,0.251
artificial.47,0.227
artificial.48,0.209
artificial.18,0.202
artificial.19,0.201
artificial.35,0.198
artificial.22,0.191
artificial.32,0.19
artificial.2,0.189
artificial.26,0.188
artificial.6,0.186
artificial.10,0.178
artificial.5,0.173
artificial.28,0.168
artificial.34,0.165
artificial.24,0.149
artificial.9,0.142
artificial.20,0.129
artificial.16,0.111
artificial.30,0.096
artificial.17,0.092
artificial.43,0.085
artificial.23,0.069
artificial.7,0.069
artificial.15,0.069
artificial.14,0.046
