,ROC AUC,Average Precision,N features,CVS
STABL,"0.465 [0.182, 0.750]","0.485 [0.279, 0.807]","4.000 [2.750, 5.250]","0.333 [0.229, 0.500]"
SS 03,"0.870 [0.667, 1.000] (p=0.008)","0.920 [0.729, 1.000] (p=0.006)","15.000 [14.000, 16.000] (p=5.661e-08)","0.728 [0.584, 0.812] (p=1.073e-39)"
SS 05,"0.840 [0.615, 1.000] (p=0.018)","0.902 [0.720, 1.000] (p=0.007)","12.000 [10.750, 13.000] (p=1.679e-07)","0.688 [0.533, 0.786] (p=1.209e-35)"
SS 08,"0.550 [0.271, 0.812] (p=0.333)","0.684 [0.416, 0.894] (p=0.116)","5.000 [4.000, 5.000] (p=7.720e-02)","0.600 [0.500, 0.667] (p=6.499e-24)"
Lasso,"0.880 [0.677, 1.000] (p=0.014)","0.925 [0.767, 1.000] (p=0.01)","16.000 [15.000, 17.000] (p=5.988e-08)","0.674 [0.579, 0.750] (p=5.983e-39)"
Lasso 1SE,"0.860 [0.646, 1.000] (p=0.014)","0.908 [0.724, 1.000] (p=0.019)","16.000 [15.000, 17.000] (p=6.040e-08)","0.667 [0.589, 0.737] (p=7.145e-36)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.004)","0.937 [0.810, 1.000] (p=0.006)","72.000 [57.000, 106.000] (p=6.467e-08)","0.575 [0.464, 0.689] (p=1.174e-21)"
