,ROC AUC,Average Precision,N features,CVS
STABL,"0.600 [0.323, 0.854]","0.681 [0.433, 0.923]","5.000 [4.000, 7.000]","0.571 [0.444, 0.714]"
SS 03,"0.750 [0.500, 0.960] (p=0.076)","0.824 [0.600, 0.976] (p=0.055)","8.000 [7.000, 8.000] (p=8.495e-04)","0.714 [0.667, 0.875] (p=5.035e-16)"
SS 05,"0.480 [0.220, 0.753] (p=0.132)","0.569 [0.321, 0.841] (p=0.2)","1.000 [0.750, 2.000] (p=1.186e-06)","0.000 [0.000, 0.500] (p=9.496e-16)"
SS 08,"0.500 [0.500, 0.500] (p=0.271)","0.500 [0.250, 0.701] (p=0.089)","0.000 [0.000, 0.000] (p=2.643e-08)","0.000 [0.000, 0.000] (p=4.588e-62)"
Lasso,"0.810 [0.600, 0.970] (p=0.055)","0.830 [0.581, 0.977] (p=0.152)","10.000 [8.750, 10.250] (p=6.272e-07)","0.571 [0.413, 0.667] (p=1.967e-01)"
Lasso 1SE,"0.800 [0.570, 0.973] (p=0.081)","0.825 [0.582, 0.982] (p=0.163)","10.000 [8.750, 10.250] (p=8.820e-07)","0.538 [0.385, 0.667] (p=2.581e-02)"
ElasticNet,"0.820 [0.583, 0.980] (p=0.051)","0.852 [0.643, 0.996] (p=0.119)","17.500 [14.750, 19.250] (p=6.978e-08)","0.618 [0.500, 0.700] (p=4.231e-02)"
