,ROC AUC,Average Precision,N features,CVS
STABL,"0.420 [0.146, 0.719]","0.538 [0.305, 0.831]","13.000 [6.750, 19.500]","0.333 [0.241, 0.438]"
SS 03,"0.445 [0.167, 0.725] (p=0.355)","0.505 [0.296, 0.839] (p=0.388)","10.000 [9.750, 11.250] (p=2.767e-01)","0.467 [0.357, 0.571] (p=3.899e-15)"
SS 05,"0.320 [0.101, 0.596] (p=0.257)","0.414 [0.251, 0.681] (p=0.101)","3.000 [2.000, 3.250] (p=7.090e-08)","0.333 [0.250, 0.500] (p=8.208e-01)"
SS 08,"0.585 [0.341, 0.836] (p=0.174)","0.521 [0.334, 0.829] (p=0.498)","0.500 [0.000, 1.000] (p=4.438e-08)","0.000 [0.000, 0.000] (p=6.232e-21)"
Lasso,"0.190 [0.040, 0.374] (p=0.07)","0.379 [0.208, 0.629] (p=0.132)","1.000 [0.000, 7.750] (p=9.128e-04)","0.000 [0.000, 0.000] (p=8.839e-48)"
Lasso 1SE,"0.180 [0.045, 0.357] (p=0.061)","0.374 [0.208, 0.623] (p=0.118)","0.500 [0.000, 6.250] (p=8.290e-04)","0.000 [0.000, 0.000] (p=1.496e-47)"
ElasticNet,"0.320 [0.060, 0.596] (p=0.293)","0.506 [0.269, 0.770] (p=0.449)","8.500 [2.250, 81.500] (p=7.968e-01)","0.067 [0.000, 0.293] (p=6.762e-22)"
