,ROC AUC,Average Precision,N features,CVS
STABL,"0.530 [0.292, 0.778]","0.545 [0.297, 0.812]","0.000 [0.000, 3.000]","0.000 [0.000, 0.000]"
SS 03,"0.860 [0.620, 1.000] (p=0.007)","0.917 [0.757, 1.000] (p=0.003)","15.000 [14.000, 16.000] (p=4.418e-08)","0.722 [0.561, 0.789] (p=7.112e-66)"
SS 05,"0.840 [0.635, 1.000] (p=0.019)","0.902 [0.738, 1.000] (p=0.005)","12.000 [11.000, 13.000] (p=1.206e-07)","0.690 [0.544, 0.786] (p=2.369e-65)"
SS 08,"0.550 [0.273, 0.818] (p=0.433)","0.678 [0.405, 0.886] (p=0.11)","5.000 [5.000, 5.000] (p=3.451e-04)","0.600 [0.429, 0.667] (p=5.067e-63)"
Lasso,"0.830 [0.596, 1.000] (p=0.004)","0.877 [0.681, 1.000] (p=0.0)","16.500 [14.750, 18.250] (p=1.082e-07)","0.638 [0.520, 0.750] (p=2.286e-61)"
Lasso 1SE,"0.830 [0.604, 1.000] (p=0.001)","0.868 [0.678, 1.000] (p=0.001)","18.000 [14.750, 19.000] (p=1.559e-07)","0.619 [0.542, 0.713] (p=5.365e-61)"
ElasticNet,"0.910 [0.726, 1.000] (p=0.003)","0.937 [0.797, 1.000] (p=0.001)","72.000 [57.750, 105.750] (p=4.900e-08)","0.575 [0.464, 0.693] (p=1.181e-62)"
