,ROC AUC,Average Precision,N features,CVS
STABL,"0.250 [0.050, 0.480]","0.404 [0.237, 0.686]","6.000 [0.000, 17.500]","0.000 [0.000, 0.300]"
SS 03,"0.560 [0.293, 0.839] (p=0.044)","0.534 [0.316, 0.873] (p=0.092)","1.000 [1.000, 1.250] (p=2.181e-08)","1.000 [0.500, 1.000] (p=0.000e+00)"
SS 05,"0.350 [0.200, 0.500] (p=0.265)","0.500 [0.300, 0.700] (p=0.044)","0.000 [0.000, 0.000] (p=1.645e-31)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.037)","0.500 [0.300, 0.700] (p=0.053)","0.000 [0.000, 0.000] (p=1.276e-41)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.190 [0.047, 0.380] (p=0.346)","0.379 [0.210, 0.643] (p=0.304)","0.000 [0.000, 12.250] (p=2.610e-06)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.180 [0.047, 0.365] (p=0.269)","0.374 [0.216, 0.625] (p=0.235)","0.000 [0.000, 12.000] (p=4.941e-07)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.350 [0.099, 0.620] (p=0.239)","0.518 [0.267, 0.786] (p=0.124)","8.500 [2.250, 85.000] (p=1.400e-06)","0.067 [0.000, 0.385] (p=2.932e-90)"
