,ROC AUC,Average Precision,N features,CVS
STABL,"0.460 [0.312, 0.625]","0.529 [0.300, 0.753]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.450 [0.188, 0.708] (p=0.518)","0.562 [0.309, 0.838] (p=0.362)","12.500 [11.000, 13.250] (p=1.799e-08)","0.559 [0.480, 0.643] (p=2.665e-72)"
SS 05,"0.580 [0.310, 0.838] (p=0.254)","0.688 [0.445, 0.889] (p=0.085)","5.000 [4.000, 6.250] (p=2.794e-08)","0.500 [0.333, 0.625] (p=5.140e-72)"
SS 08,"0.315 [0.173, 0.462] (p=0.093)","0.430 [0.226, 0.674] (p=0.129)","0.000 [0.000, 0.000] (p=8.219e-01)","0.000 [0.000, 0.000] (p=5.689e-01)"
Lasso,"0.175 [0.050, 0.318] (p=0.008)","0.387 [0.208, 0.612] (p=0.031)","0.000 [0.000, 5.750] (p=5.199e-02)","0.000 [0.000, 0.000] (p=1.549e-06)"
Lasso 1SE,"0.240 [0.104, 0.375] (p=0.03)","0.408 [0.218, 0.640] (p=0.064)","0.000 [0.000, 4.750] (p=1.543e-01)","0.000 [0.000, 0.000] (p=1.233e-03)"
ElasticNet,"0.170 [0.000, 0.394] (p=0.045)","0.371 [0.216, 0.635] (p=0.06)","0.000 [0.000, 2.000] (p=1.217e-01)","0.000 [0.000, 0.000] (p=8.492e-05)"
