,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
Bcells_Frequency,0.0,0.14,0.201,0.237,0.27,0.287,0.304,0.315,0.326,0.339
CCR2nncMC_Frequency,0.0,0.244,0.289,0.32,0.336,0.359,0.376,0.389,0.406,0.415
CCR2pcMC_p38,0.0,0.018,0.048,0.064,0.077,0.083,0.09,0.099,0.106,0.114
CCR2pcMC_STAT3,0.0,0.082,0.14,0.174,0.2,0.214,0.232,0.24,0.254,0.266
CCR2pcMC_MAPKAPK2,0.0,0.072,0.101,0.115,0.133,0.143,0.155,0.168,0.172,0.181
CCR2pcMC_Frequency,0.0,0.287,0.367,0.404,0.427,0.46,0.475,0.491,0.505,0.525
CD41hiCD61hiPLT_S6,0.0,0.068,0.089,0.096,0.098,0.108,0.109,0.112,0.116,0.115
CD4Tcm_STAT3,0.0,0.002,0.002,0.003,0.004,0.004,0.006,0.007,0.008,0.01
CD4Tcm_Frequency,0.0,0.133,0.189,0.225,0.251,0.263,0.276,0.288,0.301,0.312
CD4Tem_STAT3,0.0,0.043,0.057,0.074,0.093,0.103,0.119,0.138,0.152,0.162
CD4Tem_Frequency,0.0,0.132,0.156,0.166,0.183,0.201,0.213,0.226,0.241,0.254
CD4Tnaive_STAT3,0.0,0.008,0.016,0.021,0.025,0.028,0.03,0.03,0.034,0.035
CD4Tnaive_Frequency,0.0,0.229,0.265,0.289,0.306,0.321,0.342,0.35,0.358,0.362
CD4Trm_STAT3,0.0,0.027,0.05,0.061,0.066,0.076,0.079,0.086,0.093,0.097
CD4Trm_Frequency,0.001,0.302,0.337,0.354,0.361,0.37,0.375,0.383,0.387,0.389
CD56dimCD16pNKcells_Frequency,0.0,0.257,0.316,0.354,0.381,0.399,0.416,0.431,0.449,0.463
CD62LnAgedNeutrophils_CREB,0.0,0.051,0.088,0.105,0.115,0.134,0.149,0.154,0.162,0.175
CD62LnAgedNeutrophils_S6,0.0,0.603,0.675,0.697,0.711,0.722,0.734,0.741,0.747,0.758
CD62LpImmatureNeutrophils_CREB,0.0,0.197,0.252,0.281,0.299,0.319,0.339,0.35,0.361,0.369
CD62LpImmatureNeutrophils_S6,0.0,0.539,0.597,0.619,0.641,0.662,0.681,0.695,0.705,0.716
CD62LpImmatureNeutrophils_Frequency,0.0,0.202,0.226,0.24,0.25,0.261,0.27,0.278,0.286,0.294
CD8Tcm_STAT3,0.0,0.068,0.096,0.121,0.139,0.153,0.169,0.186,0.202,0.227
CD8Tcm_Frequency,0.0,0.107,0.155,0.194,0.225,0.25,0.27,0.282,0.295,0.304
CD8Tem_Frequency,0.0,0.018,0.03,0.043,0.051,0.06,0.07,0.083,0.091,0.097
CD8Tnaive_STAT3,0.0,0.05,0.074,0.089,0.102,0.111,0.126,0.133,0.142,0.153
CD8Tnaive_Frequency,0.0,0.026,0.033,0.038,0.04,0.043,0.044,0.045,0.045,0.047
CD8Trm_Frequency,0.0,0.093,0.134,0.151,0.165,0.175,0.194,0.201,0.21,0.219
gdTcells_Frequency,0.0,0.15,0.189,0.214,0.237,0.245,0.26,0.268,0.276,0.287
intMC_p38,0.0,0.052,0.1,0.129,0.145,0.156,0.167,0.179,0.191,0.205
intMC_Frequency,0.0,0.057,0.098,0.109,0.123,0.139,0.145,0.158,0.173,0.178
mDC_CREB,0.0,0.07,0.11,0.125,0.133,0.144,0.149,0.155,0.165,0.168
mDC_p38,0.0,0.043,0.082,0.096,0.102,0.113,0.118,0.128,0.135,0.144
mDC_STAT3,0.0,0.136,0.184,0.22,0.253,0.279,0.294,0.314,0.339,0.352
mDC_Frequency,0.0,0.055,0.063,0.067,0.077,0.086,0.099,0.103,0.109,0.114
MDSC_p38,0.0,0.021,0.048,0.062,0.077,0.09,0.107,0.119,0.128,0.136
MDSC_STAT3,0.0,0.112,0.177,0.199,0.223,0.242,0.264,0.275,0.287,0.296
MDSC_Frequency,0.0,0.153,0.199,0.224,0.247,0.263,0.276,0.29,0.302,0.313
NKT_Frequency,0.0,0.034,0.065,0.087,0.097,0.106,0.116,0.123,0.129,0.139
pDC_STAT3,0.0,0.005,0.007,0.008,0.012,0.015,0.016,0.017,0.019,0.022
Th1mem_STAT3,0.0,0.023,0.031,0.034,0.044,0.048,0.052,0.063,0.072,0.075
Th1naive_CREB,0.0,0.243,0.309,0.345,0.365,0.378,0.394,0.403,0.417,0.425
Th1naive_STAT3,0.0,0.041,0.058,0.065,0.078,0.093,0.103,0.108,0.115,0.12
Th1naive_S6,0.0,0.252,0.28,0.3,0.313,0.328,0.338,0.354,0.361,0.367
Tregmem_STAT3,0.0,0.008,0.011,0.014,0.015,0.017,0.019,0.022,0.023,0.026
Tregmem_Frequency,0.0,0.139,0.202,0.243,0.267,0.281,0.294,0.311,0.327,0.335
Tregnaive_STAT3,0.0,0.004,0.005,0.007,0.007,0.011,0.012,0.012,0.015,0.018
