,Spearman corr,pvalue
ERK,-0.5492966817522088,0.012121904287495116
S6,0.520265981714472,0.018692511424373982
STAT3,-0.41844626448875305,0.06633396611103688
Frequency,-0.36418618720013046,0.1144293688420575
STAT5,-0.3468439878096479,0.13407612120334217
p38,0.22941573387056172,0.3305649312781844
STAT6,0.22941573387056172,0.3305649312781844
NFkB,-0.1213953957333768,0.6101689948464966
CREB,-0.10405319634289441,0.6624265026477676
IkB,-0.052026598171447204,0.827557337051562
MAPKAPK2,0.0173421993904824,0.9421499835467455
STAT1,,
