,ROC AUC,Average Precision,N features,CVS
STABL,"0.350 [0.146, 0.606]","0.435 [0.240, 0.712]","7.500 [0.000, 10.000]","0.000 [0.000, 0.214]"
SS 03,"0.490 [0.198, 0.768] (p=0.117)","0.618 [0.364, 0.858] (p=0.072)","15.000 [13.000, 15.000] (p=1.735e-07)","0.525 [0.444, 0.632] (p=3.181e-56)"
SS 05,"0.490 [0.192, 0.758] (p=0.128)","0.618 [0.357, 0.865] (p=0.058)","15.000 [13.000, 15.000] (p=1.735e-07)","0.525 [0.444, 0.632] (p=3.181e-56)"
SS 08,"0.490 [0.190, 0.760] (p=0.102)","0.618 [0.372, 0.879] (p=0.066)","15.000 [13.000, 15.000] (p=1.735e-07)","0.525 [0.444, 0.632] (p=3.181e-56)"
Lasso,"0.380 [0.125, 0.647] (p=0.44)","0.542 [0.302, 0.808] (p=0.099)","6.000 [0.000, 12.250] (p=3.231e-01)","0.000 [0.000, 0.246] (p=1.078e-02)"
Lasso 1SE,"0.420 [0.167, 0.688] (p=0.314)","0.542 [0.289, 0.796] (p=0.112)","6.000 [0.000, 12.000] (p=4.722e-01)","0.000 [0.000, 0.175] (p=3.532e-01)"
ElasticNet,"0.140 [0.000, 0.343] (p=0.111)","0.362 [0.212, 0.640] (p=0.187)","2.500 [0.000, 13.250] (p=7.674e-01)","0.000 [0.000, 0.113] (p=9.954e-01)"
