,ROC AUC,Average Precision,N features,CVS
STABL,"0.580 [0.303, 0.838]","0.711 [0.420, 0.907]","12.000 [7.750, 16.000]","0.333 [0.261, 0.421]"
SS 03,"0.560 [0.300, 0.824] (p=0.44)","0.534 [0.331, 0.888] (p=0.128)","1.000 [1.000, 1.250] (p=5.296e-08)","0.500 [0.500, 1.000] (p=2.139e-26)"
SS 05,"0.350 [0.188, 0.500] (p=0.108)","0.500 [0.300, 0.700] (p=0.062)","0.000 [0.000, 0.000] (p=1.907e-08)","0.000 [0.000, 0.000] (p=8.727e-68)"
SS 08,"0.500 [0.500, 0.500] (p=0.317)","0.500 [0.300, 0.700] (p=0.06)","0.000 [0.000, 0.000] (p=7.832e-09)","0.000 [0.000, 0.000] (p=1.267e-72)"
Lasso,"0.190 [0.050, 0.374] (p=0.013)","0.379 [0.207, 0.658] (p=0.013)","1.000 [0.000, 13.000] (p=6.871e-03)","0.000 [0.000, 0.000] (p=2.673e-47)"
Lasso 1SE,"0.180 [0.044, 0.364] (p=0.016)","0.374 [0.215, 0.635] (p=0.011)","0.500 [0.000, 12.000] (p=3.984e-03)","0.000 [0.000, 0.000] (p=4.278e-49)"
ElasticNet,"0.380 [0.111, 0.657] (p=0.093)","0.527 [0.282, 0.786] (p=0.092)","8.500 [2.250, 85.000] (p=8.815e-01)","0.066 [0.000, 0.293] (p=2.965e-19)"
