,ROC AUC,Average Precision,N features,CVS
STABL,"0.525 [0.280, 0.768]","0.605 [0.338, 0.832]","1.000 [0.000, 2.000]","0.000 [0.000, 0.333]"
SS 03,"0.670 [0.370, 0.923] (p=0.145)","0.677 [0.416, 0.959] (p=0.389)","5.000 [5.000, 5.000] (p=4.333e-74)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.650 [0.374, 0.923] (p=0.199)","0.659 [0.399, 0.944] (p=0.416)","5.000 [4.000, 5.000] (p=4.534e-69)","1.000 [0.800, 1.000] (p=0.000e+00)"
SS 08,"0.690 [0.404, 0.919] (p=0.043)","0.780 [0.536, 0.948] (p=0.016)","1.000 [1.000, 1.000] (p=6.741e-01)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.570 [0.303, 0.833] (p=0.323)","0.643 [0.366, 0.895] (p=0.315)","2.000 [1.000, 3.250] (p=7.497e-18)","0.500 [0.333, 0.667] (p=0.000e+00)"
Lasso 1SE,"0.590 [0.302, 0.840] (p=0.248)","0.650 [0.383, 0.904] (p=0.292)","2.000 [1.000, 3.250] (p=1.790e-16)","0.500 [0.286, 0.667] (p=0.000e+00)"
ElasticNet,"0.540 [0.260, 0.813] (p=0.462)","0.649 [0.399, 0.889] (p=0.341)","2.000 [1.000, 5.000] (p=5.650e-17)","0.400 [0.250, 1.000] (p=0.000e+00)"
