,Max Proba
CD62LnAgedNeutrophils_S6,0.893
CD62LpImmatureNeutrophils_S6,0.839
mDC_Frequency,0.759
CCR2nncMC_Frequency,0.736
CD56dimCD16pNKcells_Frequency,0.631
CCR2pcMC_Frequency,0.627
CD62LpImmatureNeutrophils_Frequency,0.584
Th1naive_IkB,0.557
MDSC_Frequency,0.507
CD4Tnaive_Frequency,0.463
gdTcells_Frequency,0.358
CD56brightCD16nNKcells_IkB,0.341
Bcells_p38,0.324
NKT_Frequency,0.302
CD8Tnaive_Frequency,0.285
Th1mem_IkB,0.271
intMC_IkB,0.227
MDSC_IkB,0.217
CD4Tnaive_IkB,0.204
intMC_Frequency,0.201
Bcells_Frequency,0.2
CD4Tem_Frequency,0.199
CD8Tcm_Frequency,0.194
mDC_STAT3,0.191
CD8Tnaive_STAT3,0.191
CD4Trm_Frequency,0.19
MDSC_STAT3,0.154
CD4Tcm_Frequency,0.137
CD8Trm_Frequency,0.128
CCR2pcMC_STAT3,0.122
NKT_IkB,0.12
Th1naive_STAT3,0.102
CD8Tem_Frequency,0.101
Th1mem_STAT3,0.096
mDC_IkB,0.087
Tregnaive_IkB,0.085
MDSC_CREB,0.082
Tregmem_Frequency,0.081
CD4Tem_STAT3,0.076
CD4Trm_STAT3,0.063
CD4Tnaive_STAT3,0.05
CD8Tnaive_IkB,0.035
Tregnaive_STAT3,0.034
CD62LnAgedNeutrophils_MAPKAPK2,0.022
CD4Tcm_STAT3,0.011
CD62LnAgedNeutrophils_p38,0.007
Tregmem_STAT3,0.007
CCR2pcMC_IkB,0.001
