,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
Bcells_p38,0.0,0.175,0.255,0.276,0.285,0.294,0.299,0.304,0.314,0.324
Bcells_Frequency,0.0,0.086,0.128,0.149,0.162,0.166,0.182,0.19,0.194,0.2
CCR2nncMC_Frequency,0.0,0.562,0.629,0.658,0.674,0.682,0.699,0.714,0.726,0.736
CCR2pcMC_STAT3,0.0,0.051,0.076,0.089,0.099,0.103,0.107,0.112,0.117,0.122
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
CCR2pcMC_Frequency,0.0,0.394,0.48,0.518,0.549,0.572,0.588,0.6,0.616,0.627
CD4Tcm_STAT3,0.0,0.0,0.0,0.001,0.003,0.006,0.006,0.007,0.007,0.011
CD4Tcm_Frequency,0.0,0.052,0.074,0.088,0.101,0.108,0.117,0.124,0.133,0.137
CD4Tem_STAT3,0.0,0.018,0.03,0.034,0.041,0.048,0.055,0.063,0.071,0.076
CD4Tem_Frequency,0.0,0.106,0.14,0.155,0.161,0.172,0.176,0.183,0.191,0.199
CD4Tnaive_STAT3,0.0,0.014,0.022,0.028,0.033,0.036,0.04,0.044,0.045,0.05
CD4Tnaive_IkB,0.0,0.062,0.096,0.117,0.136,0.151,0.173,0.182,0.194,0.204
CD4Tnaive_Frequency,0.0,0.32,0.38,0.394,0.413,0.424,0.434,0.445,0.455,0.463
CD4Trm_STAT3,0.0,0.014,0.025,0.03,0.037,0.043,0.053,0.057,0.061,0.063
CD4Trm_Frequency,0.001,0.109,0.135,0.145,0.152,0.16,0.171,0.175,0.184,0.19
CD56brightCD16nNKcells_IkB,0.0,0.153,0.215,0.248,0.278,0.298,0.31,0.32,0.331,0.341
CD56dimCD16pNKcells_Frequency,0.0,0.423,0.511,0.541,0.559,0.574,0.59,0.605,0.618,0.631
CD62LnAgedNeutrophils_p38,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.004,0.004,0.007
CD62LnAgedNeutrophils_S6,0.0,0.734,0.792,0.819,0.838,0.852,0.87,0.878,0.885,0.893
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.0,0.001,0.004,0.005,0.009,0.01,0.017,0.018,0.022
CD62LpImmatureNeutrophils_S6,0.0,0.649,0.732,0.762,0.789,0.803,0.814,0.825,0.831,0.839
CD62LpImmatureNeutrophils_Frequency,0.0,0.394,0.45,0.478,0.5,0.52,0.538,0.555,0.568,0.584
CD8Tcm_Frequency,0.0,0.052,0.087,0.105,0.127,0.141,0.157,0.172,0.182,0.194
CD8Tem_Frequency,0.0,0.033,0.05,0.065,0.068,0.071,0.08,0.084,0.096,0.101
CD8Tnaive_STAT3,0.0,0.08,0.112,0.133,0.146,0.155,0.162,0.172,0.179,0.191
CD8Tnaive_IkB,0.0,0.005,0.011,0.017,0.017,0.018,0.022,0.024,0.026,0.035
CD8Tnaive_Frequency,0.0,0.13,0.193,0.219,0.235,0.244,0.262,0.269,0.278,0.285
CD8Trm_Frequency,0.0,0.057,0.079,0.089,0.096,0.104,0.111,0.119,0.122,0.128
gdTcells_Frequency,0.0,0.191,0.253,0.271,0.288,0.31,0.329,0.343,0.351,0.358
intMC_IkB,0.0,0.09,0.134,0.162,0.172,0.183,0.196,0.207,0.218,0.227
intMC_Frequency,0.0,0.076,0.107,0.13,0.145,0.156,0.175,0.18,0.187,0.201
mDC_STAT3,0.0,0.086,0.11,0.13,0.147,0.153,0.161,0.177,0.184,0.191
mDC_IkB,0.0,0.02,0.041,0.05,0.056,0.064,0.075,0.077,0.081,0.087
mDC_Frequency,0.0,0.576,0.63,0.659,0.686,0.707,0.726,0.74,0.749,0.759
MDSC_CREB,0.0,0.023,0.039,0.044,0.051,0.06,0.066,0.074,0.079,0.082
MDSC_STAT3,0.0,0.072,0.099,0.112,0.119,0.128,0.135,0.141,0.149,0.154
MDSC_IkB,0.0,0.047,0.088,0.117,0.138,0.156,0.171,0.188,0.2,0.217
MDSC_Frequency,0.0,0.301,0.374,0.407,0.428,0.443,0.463,0.477,0.493,0.507
NKT_IkB,0.0,0.024,0.04,0.052,0.063,0.076,0.088,0.1,0.111,0.12
NKT_Frequency,0.0,0.195,0.237,0.26,0.269,0.274,0.283,0.289,0.296,0.302
Th1mem_STAT3,0.0,0.035,0.047,0.058,0.066,0.071,0.075,0.085,0.091,0.096
Th1mem_IkB,0.0,0.156,0.195,0.212,0.225,0.238,0.247,0.253,0.264,0.271
Th1naive_STAT3,0.0,0.037,0.055,0.066,0.074,0.078,0.084,0.094,0.099,0.102
Th1naive_IkB,0.0,0.361,0.425,0.46,0.485,0.503,0.519,0.533,0.549,0.557
Tregmem_STAT3,0.0,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.007,0.007
Tregmem_Frequency,0.0,0.024,0.043,0.051,0.055,0.062,0.067,0.07,0.077,0.081
Tregnaive_STAT3,0.0,0.004,0.011,0.015,0.018,0.019,0.026,0.03,0.03,0.034
Tregnaive_IkB,0.0,0.034,0.046,0.052,0.06,0.067,0.071,0.078,0.082,0.085
